sentence_id,transcript_id,timestamp,speaker,sentence
24542,IN1008,00:12:12,Speaker A,And there is uh a lot of programmes now about this implementation. Is it's not uh it's not obvious. Hmm? Still in progress. Almost done.
24543,IN1008,00:12:16,Speaker C,It's still in progress. Still in progress.
24544,IN1008,00:12:21,Speaker B,"Anyway, uh I think the the details of the implementation is not that important. It's more important that first we want to to have some events like two people are talking or one one started and another started and uh well, more or less broke into the speech of the first person, and so on. And then you can start to visualise these uh different situations."
24545,IN1008,00:12:44,Speaker C,"So the last layer is about this visualisation. W we will uh we are thinking about the visual grammar, meaning that when we have an interaction event that is uh fired, we uh will associate uh a way of visuali visualising it. So for instance if someone is talking, uh we can just have a light that will centre on the point that is uh close to him. That could be an uh instant uh feedback. And if he has been talking maybe seventy percent of the last five minutes, as me, uh uh it it may be reflected as the um intensity or size of a s a cycle."
24546,IN1008,00:13:20,Speaker D,"Or too long. Oh, just kidding."
24547,IN1008,00:13:31,Speaker C,"Centre on the same point. And then if there's turn taking, we can show waves of light going from uh me to you uh or from other people. Or using the centre part of the table to show some something more about the um uh more general uh dynamic."
24548,IN1008,00:13:49,Speaker B,Well that's uh I guess it's first prototype i you see we start with uh people two people talk or and don't and don't they. Uh afterwards uh one could imagine that you for example you can detect that someone is a bit angry or is uh yelling. And wi with different colours with uh with different colours on on table you could uh display this this uh give some feedback. But uh
24549,IN1008,00:14:14,Speaker D,"Ah, so you ha you you might have multiple colours? Or yeah. Sorry, didn't get that."
24550,IN1008,00:14:19,Speaker B,Yep. That's uh
24551,IN1008,00:14:21,Speaker C,In uh we can change inte so we have uh eight by eight uh two times LEDs. Each uh LED is actually three LEDs um. Th uh M_G_B_ LED. And we can change the intensity. So it's already quite a rich uh feedback.
24552,IN1008,00:14:39,Speaker B,Once we get the hardware.
24553,IN1008,00:14:40,Speaker C,"Yes. And just a last thing. So this table is uh two different things. It's uh one object that will uh g provide a feedback to the terminal users, people collaborating around uh the table. But it also a tool for us as a researcher to test uh both the interaction event we want to detect and to test the visualisation. So um we will be able to edit some uh interaction rules and the visualisation uh grammar. And uh we will be able to process to post-process some conversation just to see what happens and to uh have these um models on feedback working when people are using the table."
24554,IN1008,00:15:37,Speaker C,So I think it was
24555,IN1008,00:15:37,Speaker D,"No, it's quite clear."
24556,IN1008,00:15:41,Speaker D,So uh I guess you want to know what you could do with an array maybe?
24557,IN1008,00:15:48,Speaker B,"Yes. Everything from um multi switch administration of uh audio and how you can uh analyse it, uh what information you can get out of speech and so on. So"
24558,IN1008,00:16:01,Speaker A,I have one or or two question. I don't know if you want to to begin with the the explanation about the the release.
24559,IN1008,00:16:11,Speaker C,Maybe we could summarise the question we were thinking about.
24560,IN1008,00:16:11,Speaker D,"Or yeah. Yeah. Yeah, it's good idea. Just give some questions uh"
24561,IN1008,00:16:18,Speaker A,So um I have actually two questions that are uh just practical question abo about my um my implementation now. Uh i
24562,IN1008,00:16:28,Speaker C,"So basically what we want we want to know when A_ is talking, B_ is talking and uh"
24563,IN1008,00:16:34,Speaker C,Basic information we need..
24564,IN1008,00:16:36,Speaker A,"So and the first information is um about the the noise level. N not the noise level, the sound level. Uh because uh what you get from from the microphones is uh a curve. And um a way the way uh it is implemented now uh to detect yes, you have a uh I have packets uh for uh let's say uh this is uh this is uh not uh fixed. But uh I have packets for about um uh alpha second. So it's uh second. And uh on these packets I want to know the the sound level, the average sound level. So uh the way I do it now is uh to to take uh each top of the curves' bottoms and uh just making leverage this."
24565,IN1008,00:17:31,Speaker A,But I don't know if it's it's not really um the best way to do it. But I don't know uh if
24566,IN1008,00:17:38,Speaker D,You mean the top of the wave-form? Okay.
24567,IN1008,00:17:41,Speaker B,"Probably it's uh it's f be a good idea if you have s two uh with um with source like uh books or web page centre. Give a lot of information how it is audio programming and so on works, cetera. Maybe you you know some at least a good book that's uh dealing with this stuff."
24568,IN1008,00:18:00,Speaker C,Maybe we can uh go through the different questions and then you can organise your own? Um I would just add something. Uh we are not interested so much in sound level but uh in the level of uh the sound that corresponds to voice.
24569,IN1008,00:18:03,Speaker A,Okay. So this is this the the first question.
24570,IN1008,00:18:17,Speaker A,Yes. But I think uh this is two different problems. Uh the filtering must be must be done before.
24571,IN1008,00:18:25,Speaker C,"Mm-mm. Okay, it was just a"
24572,IN1008,00:18:26,Speaker A,"And after that uh if you have uh a cleaned curve and you can uh just apply uh functionally. And uh the second question was about um uh filtering and uh F_F_T_ yeah, what you can get from it. Uh"
24573,IN1008,00:18:31,Speaker C,Okay. Go on.
24574,IN1008,00:18:46,Speaker C,"And I would add uh one more. It's about um because what we can uh record is uh sound uh origins. So in po uh so no sonic points. But what we are interested in is people. So the question is if someone is moving, I'm talking here, I stop talking, I'm going here, I'm talking. How to detect that it's the same people. If we want to uh integrate information to say these people has uh spoken seventy percent of the time in the five last minutes. Obviously we need to uh to know that it's the same people. So right now our practical solution is to have one uh microphone close to um every place where people are supposed to sit. So we can infer that if a sound is coming in this area, it's the same. So kind of trick. But for the beginning it's enough."
24575,IN1008,00:19:42,Speaker A,"Mm-hmm. Uh o yes, I will just add something. Um"
24576,IN1008,00:19:48,Speaker A,is there a way to uh to from one uh from one stream to uh to build two streams that correspond to the the voice of one people and the voice of the second? the
24577,IN1008,00:20:05,Speaker D,"Yeah, yeah. Okay. Separation uh"
24578,IN1008,00:20:09,Speaker B,And is possible to do this in real time.
24579,IN1008,00:20:16,Speaker C,"And a last question that is related t uh our last if I not find another one, um"
24580,IN1008,00:20:25,Speaker C,"About people, if someone is leaving or if someone uh maybe it would be something ev uh quite complex even for you. If someone is staying here, but is quiet or leaving, how can we detect that someone is here but quiet? Okay."
24581,IN1008,00:20:45,Speaker D,Well you need a camera. Obviously. I mean will you have a camera?
24582,IN1008,00:20:46,Speaker C,I know. But how to integrate the information? Uh
24583,IN1008,00:20:52,Speaker A,No. And it it this is not uh
24584,IN1008,00:20:53,Speaker C,Not not yet. Maybe later on. But
24585,IN1008,00:20:55,Speaker D,Maybe you can detect breathing.
24586,IN1008,00:20:58,Speaker C,"Oh, the wait and the sit."
24587,IN1008,00:21:01,Speaker D,"Yeah. Yeah, that you could do. Or on the table uh there should be well."
24588,IN1008,00:21:07,Speaker B,"Yeah, but what happens if o someone is standing then?"
24589,IN1008,00:21:10,Speaker C,Or putting his bag on the okay. But it was just to it's a question. I'm not sure we will talk too much about that today.
24590,IN1008,00:21:18,Speaker A,a sound question. Sound related question.
24591,IN1008,00:21:27,Speaker C,Uh not directly. But it's uh related.
24592,IN1008,00:21:32,Speaker C,"So in a couple of days we will get this um uh the fire-wire uh box. So we will we have chosen one that has eight uh line up. So we'll be able to have line in, sorry. So we will be able to plug uh up to eight uh microphones with uh jack plugs to exhale air with the possibility of extending with eight more X_L_R_ uh microphone with another box."
24593,IN1008,00:22:02,Speaker D,"So you I think Guillaume said that's optic, something like that? Or"
24594,IN1008,00:22:05,Speaker A,Uh yes. The the communication between the the extension and is uh of the.
24595,IN1008,00:22:07,Speaker D,"Okay. So you you need a different you need a microphone with um a device inside, right?"
24596,IN1008,00:22:15,Speaker B,"No, no, no. In fact uh that's uh it's another thing, this optic. Well uh m we have"
24597,IN1008,00:22:16,Speaker D,Ho how does it work?
24598,IN1008,00:22:17,Speaker A,"No, no, no. Uh okay."
24599,IN1008,00:22:20,Speaker C,"So we ha we have the computer, we have the the main box with the eight line ins. And it's fire-wire."
24600,IN1008,00:22:26,Speaker A,And the fire-wire port. And there is an extension for this this uh this device connected to it uh with uh optic fibre.
24601,IN1008,00:22:34,Speaker C,It is optic.
24602,IN1008,00:22:36,Speaker C,To have eight more X_L_R_ if we need it. But we are not sure to to buy it now. But we can extend it.
24603,IN1008,00:22:42,Speaker B,"Actually, it's not really an extension to the first box, just an indu industry standard uh uh protocol between these two uh"
24604,IN1008,00:22:51,Speaker D,"It's another fire-wire or not fire-wire, but um"
24605,IN1008,00:22:54,Speaker B,Well well there's a special protocol to to deliver uh audio signals and uh its path through uh o um
24606,IN1008,00:22:59,Speaker D,But concretely you would use that to get higher quality signals?
24607,IN1008,00:23:05,Speaker A,Yes. Uh yes.
24608,IN1008,00:23:05,Speaker D,Y that's all.
24609,IN1008,00:23:07,Speaker B,"Well actually, just to have the the ICSLA e uh possibly to to branch ICSLA."
24610,IN1008,00:23:10,Speaker C,"We are not sure about what kind of microphone we should use. So we wanted to uh that's a first thing. So we wanted to have open possibilities. And secondly, maybe we will use this box, you know, to get uh data. I don't know if in another experiment, maybe in another project, if we want to have comments of different people around the table or o elsewhere. Uh getting uh having the possibility of using X_L_R_ microphone could be uh uh could be neat. So everything is open."
24611,IN1008,00:23:13,Speaker D,"Ah okay, okay."
24612,IN1008,00:23:39,Speaker A,"Be because for now uh I'm just sampling the sound that uh eight thousand. So uh just uh something very very rel I could uh even uh go to lower. But uh this is just to get the the s the noise, the sound level. But uh if I want to record the conversation with uh uh a processing after th"
24613,IN1008,00:24:04,Speaker D,Hmm. You mean you meant eight kilo uh sampling frequency?
24614,IN1008,00:24:08,Speaker A,"Yes, to to have a better sound quality. Uh perhaps it's better to have a X_ array, yeah. Something like that."
24615,IN1008,00:24:16,Speaker D,Uh we use sixteen. So that's eight kilo band-width.
24616,IN1008,00:24:21,Speaker D,Sixteen kilo uh sampling frequency. It it's not bad. Uh it's quite decent.
24617,IN1008,00:24:30,Speaker D,Mm f before answering the questions uh th there's also a point of uh precision of localization if you use an array. So if you use higher frequencies you can get more precise localization. But maybe you don't need it.
24618,IN1008,00:24:43,Speaker A,"Sure, sure. But uh what is the the gain? In terms of uh position?"
24619,IN1008,00:24:51,Speaker D,Uh that I can't answer directly.
24620,IN1008,00:24:54,Speaker A,Uh uh uh centimetres or uh more?
24621,IN1008,00:24:59,Speaker D,"Uh it depends on your set-up, you know. Um you have to test basically."
24622,IN1008,00:25:04,Speaker A,M uh what you get is uh the real position or uh just uh the angle at which the the sound comes?
24623,IN1008,00:25:14,Speaker D,Y you get uh the angle. The most precise one is the asymmet in the horizontal plane. Then you also get elevation. But it's not very precise. It's more of an indication. And radius is very bad.
24624,IN1008,00:25:29,Speaker D,If you use a planar geometry like this one.
24625,IN1008,00:25:34,Speaker D,Yeah. Um you can use multiple ones and do some um um triangulation.
24626,IN1008,00:25:42,Speaker A,Yes. Uh because uh there there is just um four microphones that are eight.
24627,IN1008,00:25:48,Speaker D,"Eight, eight. These are only screws. Microphones are on bottom. Yeah, yeah."
24628,IN1008,00:25:51,Speaker A,"Okay, yes. Okay, but there are in uh in a plan. Okay. Because uh at at T_P_F_N_ there is a lab that is uh has done almost the same thing. But they have uh eight microphone that are uh at uh yes, the eight um the eight uh uh cor corner of uh a cube, yes."
24629,IN1008,00:26:10,Speaker D,A cube? Okay.
24630,IN1008,00:26:13,Speaker D,"Yeah, then you might get uh better direction in elevation. But I'm not sure it's really relevant. Um no. So"
24631,IN1008,00:26:21,Speaker C,"No, we are not very interested in."
24632,IN1008,00:26:22,Speaker A,"The elevation, no. But uh what is could be relevant, it's not uh almost it's not always the case with the the um"
24633,IN1008,00:26:31,Speaker D,"Uh if people move forward, yeah."
24634,IN1008,00:26:32,Speaker A,"Yes, the the position, the the radius of the"
24635,IN1008,00:26:37,Speaker D,"Ah, the radius? Th then the r the problem is not the geometry, it's the um I you need more than one basically."
24636,IN1008,00:26:38,Speaker A,"Yes, it could be."
24637,IN1008,00:26:47,Speaker D,With one you will only get direction.
24638,IN1008,00:26:49,Speaker C,More than one
24639,IN1008,00:26:50,Speaker D,Microphone array. So
24640,IN1008,00:26:52,Speaker A,Yes. Because um because i the um the distance between the the microphone is too uh is too low to
24641,IN1008,00:27:01,Speaker B,"Well uh so you say this one already works to uh to tell the the direction. Um would it also work if you placed uh the microphones at at the border of the table? You see, now you you have it quite central. And uh what happens if if you put them here on around the table? Would it work as well? Or"
24642,IN1008,00:27:22,Speaker D,"It's a different option, yeah. Um we haven't tried that because we are not going to have the special kind of table. More uh this is not a good example but we have like a box, just bring the box and put it. So it uh we could not consider that. But in your case it could be interesting, yeah. Unless people put something on the microphone. But um"
24643,IN1008,00:27:25,Speaker B,You just didn't try? Or
24644,IN1008,00:27:42,Speaker B,"Yeah, it is clear, this."
24645,IN1008,00:27:50,Speaker C,They won't have nice light uh lighting on in front of them.
24646,IN1008,00:27:55,Speaker A,"Yes, but I think the the most relevant part is the um the other uh the hardware that synchronize the microphones and that."
24647,IN1008,00:27:55,Speaker C,they would maybe careful.
24648,IN1008,00:28:06,Speaker D,Right. But that I'm I think after the meeting we can go and talk to Olivier about that. I'm not the person for hardware.
24649,IN1008,00:28:15,Speaker C,So maybe w uh you could present a different work uh you have done. And uh I don't know how they are.
24650,IN1008,00:28:23,Speaker D,"Yeah, I'll t I'll try to present uh I guess it corresponds to your questions."
24651,IN1008,00:28:28,Speaker C,"So you told us it was different pieces, more than one integrated device."
24652,IN1008,00:28:32,Speaker D,"So the the lowest layer would be the first two questions. Um you asked about how to detect um activity. Currently you're thresholding the t maximum of your wave-form, right."
24653,IN1008,00:28:46,Speaker A,Mm not maximum. The the average on the on the packets.
24654,IN1008,00:28:48,Speaker D,"Ah, ah. Okay. And you're looking for a peak."
24655,IN1008,00:28:53,Speaker A,"Uh yes, the the I take the the b I g when I go up to the the curve uh I'm uh on the at the local maximum. I take it. Then the next uh local minimum and uh taking this uh this range, doing average on it."
24656,IN1008,00:29:10,Speaker C,What would be the d difference between detecting the average or detecting the maximum?
24657,IN1008,00:29:18,Speaker C,What what would be the difference? What is the difference?
24658,IN1008,00:29:21,Speaker A,Difference is uh is that if I just uh
24659,IN1008,00:29:24,Speaker C,It's a kind of filtering already?
24660,IN1008,00:29:26,Speaker D,"Yeah. Yeah. And your second question uh was about F_F_T_, what can be done with F_F_T_. So um the approach we're taking here is to answer both questions the same time. We use F_F_T_ to do detection. We don't use the wave-form, the raw wave-form. So um"
24661,IN1008,00:29:48,Speaker A,A you have uh you have fifteen implementations. Uh
24662,IN1008,00:29:53,Speaker D,"We split um we split the signal in small frames, like sixteen millisecond. Sixteen."
24663,IN1008,00:30:02,Speaker D,"Um each frame is taking thirty two millisecond of signal, just to give an idea. And there is a one frame every sixteen millisecond, and they overlap of fifty percent."
24664,IN1008,00:30:18,Speaker C,So it's thirty two millisecond frames taken each
24665,IN1008,00:30:21,Speaker D,Yeah. Each sixteen millisecond.
24666,IN1008,00:30:26,Speaker D,Well th these are details. It's just to give an idea. Um
24667,IN1008,00:30:28,Speaker C,An idea. So something like that. So why are you overlapping?
24668,IN1008,00:30:36,Speaker D,Well it's uh the the c
24669,IN1008,00:30:37,Speaker C,I have a rough idea. But uh what is the main interest?
24670,IN1008,00:30:39,Speaker D,"Because usually when you do F_F_T_, y if I'm getting into details, but you you apply um a window to avoid effect. So the beginning and the end it it i it's not crappy, it's just not very much rep represented because you apply um a window which has this shape, having window. So they're very yeah."
24671,IN1008,00:30:50,Speaker C,"Yeah, and it's kind of crappy."
24672,IN1008,00:30:55,Speaker C,Precise. Okay. Okay.
24673,IN1008,00:31:00,Speaker C,Mm mm mm. So you use the first and last point to detect what is between.
24674,IN1008,00:31:06,Speaker D,"No, I'm saying uh when you take your signal you take one frame, you apply the window, uh and the window is simply uh coefficients you give. And you give higher coefficient to the middle than to the extreme. So if you don't do overlap y you will lose information at the beginning and the end."
24675,IN1008,00:31:24,Speaker B,You lose information. Um.
24676,IN1008,00:31:31,Speaker D,Okay. But you don't have to do overlap. I mean uh it's um
24677,IN1008,00:31:35,Speaker A,"Yes, and then I just uh because uh we are using um uh an open s an open source framework to do this, there is uh something, I don't know if you know i know it, uh calls Sphinx, that is doing uh s sorry."
24678,IN1008,00:31:49,Speaker D,"Um C_M_U_, no? Is it from C_M_U_? Um uh yeah."
24679,IN1008,00:31:55,Speaker A,Yes. Doing um voice recognition. And uh I just use it for the for the for the microphone and the acquisition. So uh there is uh already uh an F_F_T_ uh module implemented in it. I didn't test it. But um
24680,IN1008,00:32:17,Speaker D,F_F_T_ is only a tool. Uh um uh what we do release a phase domain analysis. We only use the phase between the microphones. Um
24681,IN1008,00:32:30,Speaker A,"Y yes, for the for the the position,."
24682,IN1008,00:32:33,Speaker D,"Yeah, but also for detection."
24683,IN1008,00:32:35,Speaker A,Also for detection.
24684,IN1008,00:32:36,Speaker D,"Yeah. Um we have a way so um I don't think I should get into details. But basically the beginning is your signal which you slice into frame. You do F_F_T_ on each mic. And the end is um a number of uh frequency beams which are used by each person, to uh explain roughly. S so when you speak, speech is wide band. So um the more active you are the more band-width you use. So you will get a large value of band-width for people who speak. And uh for the others it will random. It will be a small value."
24685,IN1008,00:33:03,Speaker C,So you are
24686,IN1008,00:33:23,Speaker C,Corresponding to breath or a little noise.
24687,IN1008,00:33:26,Speaker D,Or just background noise. And so uh
24688,IN1008,00:33:30,Speaker A,"'Kay, yes. Sure. Okay."
24689,IN1008,00:33:31,Speaker C,But you're talking about the microphone array here?
24690,IN1008,00:33:34,Speaker D,"Yeah. 'Cause one problem if you use energy based methods, which is probably more uh the thing you've been using so far, is that it's not um quite related to location. So you can have um uh for one person you can have uh a high energy signal which is difficult to locate, and visa versa. Um I think in your case you're quite interested in the location. So I would advise to um use more uh phase domain methods."
24691,IN1008,00:33:49,Speaker C,Strong background noise.
24692,IN1008,00:34:13,Speaker B,Well that's something with F_F_T_s.
24693,IN1008,00:34:16,Speaker D,"Once you have the fifty, for each frequency you have uh the magnitude and the phase. So you can compare the phase of the microphones. And this is directly linked to the direction of the person."
24694,IN1008,00:34:20,Speaker B,And the phase.
24695,IN1008,00:34:31,Speaker B,So the magnitude you don't really use? Or and for this uh
24696,IN1008,00:34:35,Speaker D,"Sometimes we use it, but not it's not the first thing we use. I know it's a bit counterintuitive. But um maybe I'll go t to the board. Yeah."
24697,IN1008,00:34:43,Speaker B,Well uh uh uh I did a speech processing uh course and I'm not sure if they a uh they also um mm learns that that. We more used the face than the magnitude. So uh I guess the
24698,IN1008,00:34:55,Speaker D,"R right, for a single channel it's not very meaningful. But here it's relative phase between the microphones. So uh I'll just try to um s summarise."
24699,IN1008,00:35:05,Speaker A,Y you have to detect uh an event on one microphone and uh know when it's happened on uh on the other one. No? Okay.
24700,IN1008,00:35:12,Speaker D,"No, that's what I don't do. Um this would be valid for uh like speech recognition with a single channel. That would be a very good idea. But if you choose to use multiple channels"
24701,IN1008,00:35:32,Speaker D,"let's say you have four of them,"
24702,IN1008,00:35:35,Speaker D,"with F_F_T_ you can just uh, as I said, l look at the phase between the microphones at a given frequency."
24703,IN1008,00:35:43,Speaker C,So the phase the time between uh audio signals for um for this microphone on this microph
24704,IN1008,00:35:50,Speaker D,"Um it is linked to this value, yeah. Uh basically the time you're mentioning is this value."
24705,IN1008,00:36:01,Speaker D,And this is the frequency. And this is an angle in radians.
24706,IN1008,00:36:07,Speaker D,So uh F_F_T_ gives you a measure of these values.
24707,IN1008,00:36:13,Speaker D,"Uh this, I can point to a paper, uh I don't think this is the right place to explain everything. But will give you if you look at your table, uh what we have developed here"
24708,IN1008,00:36:26,Speaker D,is an approach where um th uh you divide the space in sectors.
24709,IN1008,00:36:34,Speaker D,For example ten sectors around the table.
24710,IN1008,00:36:41,Speaker D,in each sector you will get the value.
24711,IN1008,00:36:44,Speaker A,It's related to the number of microphones around. No.
24712,IN1008,00:36:46,Speaker D,No. It's uh application dependent. For example um
24713,IN1008,00:36:55,Speaker D,Well this is not.
24714,IN1008,00:36:59,Speaker D,And on this one you could have a large value.
24715,IN1008,00:37:03,Speaker D,"On on on those ones, small values."
24716,IN1008,00:37:07,Speaker D,Uh these are number frequencies
24717,IN1008,00:37:11,Speaker D,"which we estimate with several steps from these measures. So to conclude what we are doing is uh we estimate how much of the frequency spectrum you are occupying when you speak, or I am occupying in this direction when I speak. And it turns out that um this is quite good to do uh detection and localization at the same time."
24718,IN1008,00:37:38,Speaker D,Bec because you know in a sector space there is uh uh this much activity.
24719,IN1008,00:37:46,Speaker A,"Okay, this is a measure of the activity o okay."
24720,IN1008,00:37:48,Speaker D,"Yeah, yeah. Um"
24721,IN1008,00:37:53,Speaker D,more recently um I've worked on uh
24722,IN1008,00:38:00,Speaker D,"um prolongating this with a more precise direction evaluation to know where in the sector the person is. So that uh that's not much work. Once you have done this, this is can be this can be done quite quickly."
24723,IN1008,00:38:17,Speaker B,"And what happen uh if two person are talking at the same time? This it just get two sectors that are higher than others, no?"
24724,IN1008,00:38:23,Speaker D,"Yeah, y well I I use a value. But then you'll get two large values. Yeah. So"
24725,IN1008,00:38:28,Speaker C,"And do you get something about the um distance of the guy that is talking, or just a direction?"
24726,IN1008,00:38:34,Speaker D,No. Just direction. Yeah.
24727,IN1008,00:38:36,Speaker A,Th there there is a distance. But it's not very uh very effective.
24728,IN1008,00:38:41,Speaker D,"Well, f yeah, I it's not uh i it's an inherent problem to the geometry you use. You can for example, if you use another array, uh you can intersect lines of direction."
24729,IN1008,00:38:43,Speaker A,As as you mentioned.
24730,IN1008,00:38:59,Speaker A,And uh from from this kind of if information you can uh let's say have uh a finger print of the user to know uh if this is the same user speaking.
24731,IN1008,00:39:16,Speaker D,"Mm maybe. Uh uh I w mm I wouldn't trust it too much. Classically, what you do is you extract the signal of the person. Um one interesting thing is that these numbers are not uh arbitrary things. They represent the number frequencies where a given person is dominant. But when you have two of them, which might be interesting for separation, you know already when you have done this processing uh w which part of the frequencies of the spectrum um belongs to this person and to that person. And then it's easy to separate the signals."
24732,IN1008,00:39:17,Speaker B,Well uh uh
24733,IN1008,00:39:18,Speaker A,Not sure. Because the the um
24734,IN1008,00:39:57,Speaker C,You mean that each person will have a specific frequency because i the way he's talking or his localization?
24735,IN1008,00:40:03,Speaker B,"No, it's more than."
24736,IN1008,00:40:06,Speaker C,It's a kind of uh speaking styles? Both.
24737,IN1008,00:40:08,Speaker B,"No, it's uh"
24738,IN1008,00:40:09,Speaker D,It's it's more an instantaneous um this is still instantaneous. This is for one time frame.
24739,IN1008,00:40:17,Speaker D,"If you look at all your frequencies for example uh zero to four kilohertz,"
24740,IN1008,00:40:25,Speaker D,you can split it and say uh all these parts belong to person one here.
24741,IN1008,00:40:36,Speaker D,And uh all the other parts belong to the other person.
24742,IN1008,00:40:38,Speaker A,This is this is a bit arbitrary. Because uh perhaps uh person two will have uh some frequencies in the range of
24743,IN1008,00:40:47,Speaker D,That's correct. But then uh you can look statistically it wi it will be negligible um because the r of uh of the difference level.
24744,IN1008,00:40:57,Speaker A,"And if you reconstruct the stream from this uh this range, you will uh get something uh that is uh"
24745,IN1008,00:41:03,Speaker D,"Yeah. It's uh you can listen to it, yeah. And then you can do some uh maybe higher level um analysis where you get the pitch of the person or"
24746,IN1008,00:41:14,Speaker C,"I don't really get your last uh diagram, yes. So it's at one given moment still? Okay, so you can say that f this frequency belongs more to this person and this one more to this one? But some frequency may maybe are not used neither by uh guy the guy one or the guy two."
24747,IN1008,00:41:20,Speaker D,"Yeah, yeah. And this is"
24748,IN1008,00:41:34,Speaker D,Then it's uh random. And that's why you get these values uh which are random.
24749,IN1008,00:41:40,Speaker C,Okay. maybe they are using the same frequency. so you need to s
24750,IN1008,00:41:43,Speaker D,"Yeah. Yeah, but this is very rare. And when it happens, one is always masking the other in practice. So um"
24751,IN1008,00:41:54,Speaker C,And can you detect if someone is laughing or angry d uh there is kind of signature uh even if we can't really trust it uh uh s one hundred percent of the time. Uh
24752,IN1008,00:42:04,Speaker D,"No no. But uh I've I've seen quite a few papers I I've n not done it myself. I'm really on the lowest level. Um but uh once you have done this, as I said,"
24753,IN1008,00:42:18,Speaker D,you can uh separate the signals
24754,IN1008,00:42:24,Speaker C,And do processing on it.
24755,IN1008,00:42:26,Speaker D,do do processing. Uh
24756,IN1008,00:42:30,Speaker D,"so uh you can get pitch, rate of speech. That's quite easy. Pitch um the uh uh timbre en Francais. Um so uh for different person this might be quite different. At least for male females."
24757,IN1008,00:42:37,Speaker C,It is pitch.
24758,IN1008,00:42:37,Speaker B,I'll show you this afterwards.
24759,IN1008,00:42:48,Speaker D,"And uh rate of speech. Like if somebody is talking very uh in a very energetic manner, it might be quite fast. Uh or just energy also. One"
24760,IN1008,00:43:00,Speaker A,And you can you can um this way you can filter uh perhaps some range that are uh just very low frequencies for uh perhaps uh a noise or
24761,IN1008,00:43:09,Speaker D,"Yeah, also. Um that might be an issue with people are bringing laptops. Um"
24762,IN1008,00:43:18,Speaker A,"The yes, the fan."
24763,IN1008,00:43:20,Speaker D,"They will b yeah. They might be detected as another another source. Uh so you would have to uh classify the sources as human or machine. But again, yeah, I think once you see the spectrum, if it's just pure and stable"
24764,IN1008,00:43:38,Speaker B,"Now if you don't really detect the pitch, ch can say that uh no persons.."
24765,IN1008,00:43:43,Speaker D,"Also yeah, if if there's no pitch."
24766,IN1008,00:43:47,Speaker A,"Yes, but but then this this is very interesting because uh this way you can detect uh if someone is talking, if someone uh has an uh some noise with uh perhaps putting his uh his cap on the on the table. Perhaps if there is a laptop and uh in one position"
24767,IN1008,00:44:05,Speaker D,So all will go and be detected there.
24768,IN1008,00:44:08,Speaker A,And you can classif uh classify. And this is
24769,IN1008,00:44:11,Speaker D,"Yeah. So w what you're mentioning is a pain for us. But for you it might be 'cause we're only interesting in getting the speech. But for you it might be quite uh quite good, yeah. So I've to avoid uh filtering and smoothing. 'Cause as soon as you do that um you exclude some of the information. So it's better to keep it for the latest stage. So um um on top of this there's another part uh which is more linked to the tracking."
24770,IN1008,00:44:12,Speaker A,Yes. She' very good.
24771,IN1008,00:44:51,Speaker D,All this was for one time frame.
24772,IN1008,00:44:58,Speaker A,And the the length of the time frame has um an inference of uh on uh which parameters
24773,IN1008,00:45:06,Speaker D,"Yeah, you can play with it. Um in speech it's uh stationary over ten, twenty millisecond. And we make a stationary assumption, a local stationary T_ assumption um which allows you to use F_F_T_ and blah, blah, blah. Uh now in spite of that I know some people use much longer windows, which is not a problem. But"
24774,IN1008,00:45:32,Speaker A,Th there i uh let's say if you use a one second window.
24775,IN1008,00:45:36,Speaker D,Uh it's a bit too much I think.
24776,IN1008,00:45:38,Speaker A,Uh the in fact the the frame lengths will be uh very uh very uh i
24777,IN1008,00:45:44,Speaker B,It's not really meaningful. Well if you do this.
24778,IN1008,00:45:49,Speaker D,"Uh like some very small words, like yes, they might be two hundred millisecond"
24779,IN1008,00:45:57,Speaker D,or three hundred millisecond.
24780,IN1008,00:46:02,Speaker A,They they won't be visible on the on the wavefo okay.
24781,IN1008,00:46:04,Speaker D,"Yeah, they might be blurred with uh silence."
24782,IN1008,00:46:11,Speaker D,"So yes. You you might have to play with it just to save processing time, like use slightly longer frames."
24783,IN1008,00:46:19,Speaker A,But the the the the long uh the longest frame you would use would be one hundred.
24784,IN1008,00:46:25,Speaker D,"Yeah, at m at most, yeah."
24785,IN1008,00:46:27,Speaker A,"At most, okay."
24786,IN1008,00:46:31,Speaker D,"Simply because I've used one hundred as a minimum length of a speech word. Yeah, so."
24787,IN1008,00:46:43,Speaker D,"now assuming you have done this for each time,"
24788,IN1008,00:46:47,Speaker D,i if this is your detail or I should use a different
24789,IN1008,00:46:54,Speaker D,"if this is your asymmet at each time you get a direction. So asymmet is your direction in horizontal plane. It's an angle. Like north, south, east, west. And"
24790,IN1008,00:46:57,Speaker C,What is a? Excuse me?
24791,IN1008,00:47:05,Speaker C,Okay. So where are you represent the phase?.
24792,IN1008,00:47:08,Speaker D,"Yeah. No no, of this is uh really different. I'm just saying that uh once you have done this for a given time frame you can have a direction of the person, at least in terms of sector. And it's also possible to give a more precise direction quite quickly."
24793,IN1008,00:47:31,Speaker D,So uh this was kind of the lowest layer.
24794,IN1008,00:47:36,Speaker D,Now this is a layer just above it which might interest you. Um if you repeat that over time
24795,IN1008,00:47:45,Speaker D,you will see patterns um
24796,IN1008,00:47:49,Speaker D,for example uh at two different locations.
