sentence_id,turn_id,speaker,timestamp,sentence,selected_label,notes
2605,EN2002b,Speaker B,00:19:41,"The removing the disfluencies, have you done anything with that yet? Anybody. 'Cause I was wondering how we're gonna write it back to H_T_M_L_ I mean X_M_L_, if we take if we did the processing.",Information,
901,EN2001b,Speaker A,00:33:25,Even though there are all the other same topics where it doesn't occur?,Information,
17165,ES2013b,Speaker C,00:15:08,"volume up, volume down and",Discussion,
2433,EN2002b,Speaker C,00:02:19,", b Let me see it. Oh, that's the same. Oh. Very good.",Discussion,
15324,ES2010d,Speaker D,00:05:05,"Oh wait, that's false.",Discussion,
31908,IS1005c,Speaker A,00:23:15,"our colour is more yellow, and the it should be easy to take in a hand, I thought about banana, or something like that, which is fruits, and",Information,
33994,IS1008a,Speaker B,00:13:17,", and then I guess build the plan based on all of that, because I think you need to take all the factors into account.",Action_Item,
4368,EN2005a,Speaker B,00:40:43,"Oh, so that's not a physical action, right? if I pick this up, which is a physical action, you can't reject that. What do you mean?",Action_Item,
2197,EN2002a,Speaker C,00:17:57,"Oh, I see. Yeah. You have to convert it to some sort of format, I suppose.",Discussion,
49078,TS3012c,Speaker A,00:21:17,I don't think the outside would be called as a curve really.,Discussion,
16817,ES2012c,Speaker A,00:29:36,"I think we d I think we decided that w we're actually going down both routes. That the we n we need the the manual controls and that they should be of that form, but that yeah.",Decision,
22703,IB4010,Speaker B,00:36:27,"No, but they say that Raymond Chandler wrote the novel. You see, it's the the last but one paragraph on your second page.",Discussion,
14622,ES2009d,Speaker D,00:27:20,"I am thinking outside the little square box though, with literally in like form I don't",Information,
39188,TS3005d,Speaker C,00:16:37,"Yeah, this this is hard to lose.",Information,
34904,IS1009c,Speaker A,00:03:13,"So the components of the thing should be button, bulbs, infra infra-red bulbs, battery, chips, wires, and maybe some kind of a holder",Discussion,
2794,EN2002c,Speaker A,00:12:05,"Yeah. Well, are you wanting to write that in directly or what what do you wanna do with that? If you wanna change my code.",Information,
18172,ES2014c,Speaker B,00:05:53,"that's one option, but I think that was gonna cost a little more. And then there's solar cells. as a final option. For the buttons, we have an integrated push button, which is Oh just to say all all these are supplied by Real Reaction. So I guess for the ease of for quickness and ease we should take them from at least like one of these options. so for the buttons there's an integrated push button, which I guess is just the same as the standard ones. This says it's similar to the button on the mouse for a normal for like like modern computer. there's a scroll wheel",Action_Item,
47708,TS3011c,Speaker C,00:16:06,"yes, it does. I'll come to that later. And we of course have the traditional solar power, which is just a piece of material on the remote control which transfers light energy into electricity. The user interface controls, of course we have the push-buttons and we also have scroll-wheels. And these scroll-wheels can also be integrated with buttons. So it's just like a mouse. You can scroll 'em, you can also push it.",Information,
28032,IS1001b,Speaker C,00:20:07,And also how much I think,Discussion,
4267,EN2005a,Speaker A,00:11:40,"Okay. So for that case, yeah yeah, so this might be a weak definition of interactivity. So if we could figure out if they are really interacti interacting with each other, or just incremental mm presentation of some information. So that's d different. We might yeah need a more strict or finer definition of interactivity. Yeah, ju for this use of the for the use of this term for the indicator of the degrees of interaction, I think for for the current proposal I think that it's just for distinguish between dialogues and monologues. 'Cause for these two types of discourse, the",Action_Item,
18803,ES2014d,Speaker C,00:41:40,kind of fancy thing that you could imagine designing.,Discussion,
275,EN2001a,Speaker D,00:42:46,Okay. So you ha yeah.,Discussion,
36793,TS3004b,Speaker B,00:30:32,That's important I think and,Discussion,
49670,TS3012d,Speaker B,00:33:30,Is it triple R_C_s? No.,Information,
44604,TS3009a,Speaker C,00:06:59,Oh I know it.,Discussion,
26893,IS1000b,Speaker C,00:13:39,Now you can move I think yeah.,Discussion,
43306,TS3008b,Speaker A,00:23:20,"Yeah, something or somethin special way to to zap through the it has to s it has to be yeah, and quick. You have to use it very quickly.",Discussion,
24103,IN1005,Speaker B,00:21:27,"words in varying sizes representing the probability of that topic for example. Try give the user these pieces of paper to get an idea of what these topics are, that's this P_ of W_ given Z_. And then you give them some pages, and say which one would you which piece of paper would you put that with, and then you get like an intuitive ide like how would a person cluster pages given the what these topics supposedly are. 'Cause i you've got something that's fixed, the the P_ of W_ given Z_ with respect to both models. So I was tr I was hoping you could use that to",Information,
19713,ES2015d,Speaker D,00:16:35,Yeah. Okay number six. Can someone read it out? Or,Discussion,
17066,ES2013a,Speaker B,00:10:10,"That that that's the sorta product we're talking about, one that will work for a in a home environment, for a T_V_s and",Discussion,
18576,ES2014d,Speaker A,00:18:18,"if you go for that, th that's at the high end 'cause that's point six, whereas down at just special colours is point two. Now you're trying to lose one point two, so it seems to me that if you're going for the sample sensors speaker, you're basically then having to go for the cheaper options on everything else.",Summary,
12395,ES2007c,Speaker C,00:15:40,"Yeah. We're giving them a way to burn off steam, basically, yeah.",Summary,
10587,ES2005c,Speaker A,00:30:23,"Great. as for the energy source , you know, almost every remote control uses just batteries, but we don't have to be limited by that. We can use a hand-dynamo. I don't know what that means, we crank it?",Discussion,
30926,IS1004c,Speaker D,00:22:43,I was thinking that the,Information,
41576,TS3007a,Speaker A,00:05:43,"important is that we use different colours, and different pen widths. Widths. Widths. Yes?",Information,
7372,ES2002a,Speaker D,00:11:10,"so I'm wondering right away, is selling twenty five Euros, is that sort of the thi is this gonna to be like the premium product kinda thing or",Information,
18254,ES2014c,Speaker C,00:16:56,"there's examples of those, but they don't look as sleek as other models. And there's no real advantage and because it impacts on other on the materials and the price it's not great.",Information,
48476,TS3012b,Speaker A,00:15:16,"Like you have a little just just a text only, not colour, just a little text thing so you can use your remote as a T_V_ guide. I'm not sure it's even possible, but maybe okay, make it Yeah, find a little compromise in that, but What did I write down? I think the p yeah, the beep is a very simple thing to imple implement, just make a button on your T_V_ and just hit the button, it beeps somewhere. I think it's easy to implement, we should go for that. speech recognition.",Information,
16483,ES2012b,Speaker A,00:11:44,a thought and it it cuts out,Discussion,
20714,ES2016d,Speaker B,00:21:04,There you go. Perfect.,Discussion,
31330,IS1004d,Speaker B,00:20:14,It's not very promising but you know,Information,
3250,EN2002d,Speaker B,00:12:38,"Yeah. Yeah, I mean just keep it simple as",Discussion,
33500,IS1007c,Speaker D,00:21:11,Yeah that's fine. Yeah. I mean that's,Discussion,
30750,IS1004c,Speaker B,00:04:37,What what do you mean by fruit and vegetables and spongy? What you mean clothe,Discussion,
28923,IS1002c,Speaker A,00:22:16,"Yeah and I guess th th the question th th that you're being asked right now is whether is the dock enough of a unique feature to be able to go out and sell that a a as a a very different product, or do we really need the scroll wheel as well? Because the scroll wheel comes at quite a cost.",Information,
8815,ES2003d,Speaker C,00:15:32,"I I mean it's not on here, but .",Discussion,
46075,TS3009d,Speaker A,00:18:42,"Says, his that was in the second meeting, I think.",Information,
34798,IS1009b,Speaker A,00:19:11,"Well, you don't have to.",Discussion,
15665,ES2011b,Speaker D,00:05:34,"And that's all I have to say about the matter, .",Discussion,
19762,ES2015d,Speaker A,00:19:41,Your thumb might get a little bit,Discussion,
43066,TS3008a,Speaker D,00:16:37,"grouped buttons, you know. All th all the buttons which apply to the text functions in in one",Information,
26778,IS1000a,Speaker D,00:23:32,"Yeah, but w w we want to design a new one. Mm.",Discussion,
21800,IB4004,Speaker A,00:15:35,So Agnes has worked,Discussion,
27380,IS1000d,Speaker B,00:16:53,In i in my opinion,Discussion,
10042,ES2005a,Speaker C,00:03:21,"basically how how it's made I_E_ like how you make it all in one, how what sort of materials are available to you whatever. And obviously, other instructions will come from the personal coach.",Summary,
35745,TS3003c,Speaker D,00:19:18,"asked if w they would, if people would pay more for speech recognition in a remote control. Well you can see here, our target group would not do that. So if that would increase the price for which we're selling our remote control",Information,
22328,IB4010,Speaker A,00:03:53,"And the two in particular that I would propose are,",Information,
10659,ES2005c,Speaker C,00:36:17,"I think we're almost done, yeah.",Discussion,
30112,IS1003d,Speaker C,00:13:01,"There's also a number, you know.",Discussion,
46963,TS3010d,Speaker D,00:06:48,It's a one. The first item.,Discussion,
40398,TS3006c,Speaker D,00:06:08,"So a k a small example. Kind of this this look. nothing about the buttons but just sponge kind of thing, and and some fruit and colours I dunno. Just made a quick design.",Information,
49151,TS3012c,Speaker B,00:28:22,"Yeah, you can. But it but it's not necessary, becau",Discussion,
45889,TS3009d,Speaker A,00:07:04,"fronts is a bit thicker, so th then it falls over your hands.",Information,
8168,ES2002d,Speaker C,00:28:12,"you know, innovative thought with. In in reality I think here the the different elements of leadership such as the the original b briefing and then the personal coach and the and then you know having having you with your the meeting agenda is actually quite a quite a quite a con confining framework to work within. And so it is leadership almost to the point of sort of disempowering the the the team member, so",Information,
27686,IS1000d,Speaker D,00:37:13,"I think it's going to be y y yeah it's th with the regular chip, yeah.",Action_Item,
6806,EN2009d,Speaker A,00:26:13,Okay. So it's the number of fixations the did you want the you,Discussion,
42849,TS3007d,Speaker D,00:37:25,is a d is a turtle is a decision decision system like,Decision,
3742,EN2003a,Speaker A,00:29:17,"Yeah, it's got a lot in there. But I think it does take a little bit of I mean I think sometimes maybe people need to be in Linux rather than Windows and so booting in and out",Action_Item,
24831,IN1008,Speaker B,00:52:12,At the end it it depends a bit what you want. If you are,Information,
44590,TS3009a,Speaker A,00:05:58,beast w I dunno what I'm going to design. Oh doesn't oh.,Action_Item,
42538,TS3007d,Speaker D,00:15:44,"Yeah, okay. Yeah, I I agree, I agree. Okay. Eight, the remote control has fresh, fruity colours.",Decision,
19985,ES2016a,Speaker A,00:13:28,"making you know getting rid of our weak points? What I mean would we just have a flat spot on the bottom of the ball? Not to put you on the spot, but",Discussion,
19451,ES2015c,Speaker D,00:29:38,Think it was called command interface.,Information,
4095,EN2004a,Speaker D,00:40:28,"Yeah, and the at symbol.",Discussion,
42687,TS3007d,Speaker D,00:25:01,"No, we can't go above that. Yeah?",Discussion,
40210,TS3006b,Speaker D,00:28:18,If you already programmed it. If you want to move it. Yeah that should be possible too. Yeah how do you call that? Mm?,Discussion,
38126,TS3005b,Speaker C,00:03:28,on a little print plate which makes a connection that,Information,
4824,EN2006a,Speaker B,00:14:41,"So I think it should be the same as that. If it's defined by a spectral feature, we should mark it.",Discussion,
33758,IS1007d,Speaker D,00:18:05,"if it is if it has a fancy look you could just tell me one, or if it is false, it doesn't it looks it doesn't look much fancy, then you could just tell me seven. So",Information,
17802,ES2014a,Speaker A,00:03:26,"the functional design, the conceptional design, and the detailed design. So",Discussion,
10852,ES2005d,Speaker D,00:20:41,Is that no is that not trends?,Information,
16696,ES2012c,Speaker A,00:11:52,I mean do w do we think that the voice technology is fundamental to the project?,Information,
28499,IS1002b,Speaker A,00:02:32,So does anyone have any overall,Discussion,
16322,ES2011d,Speaker D,00:28:54,"Yeah, like if everyone's given the same input I don't have a clue, anyway. what's next? Looks like oh no that's not",Discussion,
44154,TS3008d,Speaker D,00:19:13,"Well, it's n true. , I agree, m but",Decision,
5640,EN2006b,Speaker C,00:20:24,"oh, what have we done?",Discussion,
44426,TS3008d,Speaker D,00:37:21,"No. Well, we might want it, but",Discussion,
1784,EN2001e,Speaker A,00:39:13,"one problem I used to have is with all the yeahs. Because I mean obviously they all write it the same. So I was thinking perhaps at looking at the acoustic measures I have. So for example at my F_ zero deviation. But yeah, by now I just had a look at the yeah data and actually the average F_ zero deviation is only slightly higher for the positive ones than for the negative ones. I mean there is a p difference, but it's probably not significant enough to really make use of it. But I perhaps investigate some time still to",Information,
10225,ES2005b,Speaker C,00:27:20,So like a kind of backwards remote from the telly.,Discussion,
45080,TS3009b,Speaker A,00:25:08,"Well but because you say they their features are important, they want m a lot, but not",Information,
15861,ES2011c,Speaker B,00:02:54,", so we need some custom design parts, and other parts we'll just use standard. , I assume we'll be custom designing our case, probably a hard plastic or some other material case, to protect the remote and the locator.",Discussion,
24068,IN1005,Speaker C,00:17:18,So you you you you select D_ one so in this set which is the most similar to D_ two according to the distribution from one or the other model,Information,
7128,EN2009d,Speaker B,01:01:41,That actually helps. I mean that ni,Discussion,
29586,IS1003b,Speaker C,00:20:09,"So, is it okay for your presentation? Nothing else to to add?",Information,
10999,ES2006a,Speaker B,00:18:24,"You know, so something heading towards that, so it's not overly I mean I don't know what h most of the buttons do on my remote controls, so I figure how many do you need, you know?",Discussion,
938,EN2001b,Speaker B,00:38:14,"It it used is each word completely unique, like sort of does it treat each word, each occurrence of word, as a completely unique event. Or does it, I mean, no, it it has to, I mean, basically the the form of the word is important, right? We can't just replace the word by an arbitrary string.",Summary,
41831,TS3007b,Speaker C,00:09:40,"Could you use perhaps one button for multiple functions, like example pressing it in longer makes it switch to an different function for example.",Discussion,
25344,IN1012,Speaker D,00:37:58,"They have yeah, they have to do some test in their Mercedes, some speech recognition test, mm but it seems now they mm at least Daimler, they mostly work on dialogue management, but not much on features and recognition.",Discussion,
18951,ES2015a,Speaker B,00:15:55,"I always find that in our house the remote control always goes missing. It's always, where is the remote control? So maybe if you could have some kind of",Information,
14024,ES2009a,Speaker D,00:19:40,Yeah. Something really cool.,Discussion,
18043,ES2014b,Speaker A,00:27:46,"Do it via the email so that rather than coming you know If you get the information just before the next meeting that's fine. Come along with it in the next meeting, we can discuss it then and take whatever action is appropriate. But if you get it well before the next meeting, let everybody else know 'cause that might have an impact on their on what they come up with effectively at the next meeting. Okay.",Action_Item,
9970,ES2004d,Speaker A,00:31:34,I never thought of a remote control with a flip top.,Discussion,
3658,EN2003a,Speaker A,00:15:38,"the first-years who've only just arrived would do a poster. That would be a bit odd, wouldn't it?",Discussion,
46563,TS3010b,Speaker B,00:26:30,Well a power button?,Discussion,
27281,IS1000d,Speaker B,00:03:36,Great. Great. Oh ma maybe then you can start now with mm presenting your your designs.,Discussion,
40573,TS3006c,Speaker A,00:23:43,If you cover it with rubber.,Discussion,
16399,ES2012a,Speaker D,00:10:00,"Something that looks looks doesn't look like remote control. So if you want, something that looks like something that makes you think oh what's this? Like this pen doesn't really look like a pen, but it makes you think oh. So, sorry that's a bit vague.",Information,
18431,ES2014c,Speaker C,00:37:03,just the shape of the buttons.,Discussion,
28691,IS1002b,Speaker A,00:33:06,But it it takes away the ease of use of the remote to a certain extent. You have to l sort of remember. You have to d shift down the side of the couch to find it and put it back and,Discussion,
19757,ES2015d,Speaker D,00:19:18,", okay so we can we'll say yes it's one? Okay.",Discussion,
38883,TS3005c,Speaker A,00:37:10,work for that? Is there a standard colour?,Information,
19372,ES2015c,Speaker D,00:21:38,"So, just so you know, my method was mainly web web-based research this time around. I also spoke with fashion experts in Milan, New York and Paris. And I looked at the design reports from previous years, here at Real Remote. , just so c we can work off of them, see how fashions have changed.",Information,
19435,ES2015c,Speaker D,00:28:41,"Oh, is regular not simple?",Information,
15598,ES2011a,Speaker C,00:14:28,I guess they would go together somehow? I dunno.,Discussion,
33916,IS1008a,Speaker D,00:01:25,My name is Ed and I do accounting.,Information,
1254,EN2001d,Speaker B,00:23:03,I think this simple this simple st view that we get that you can just like pass things into and then check when they got clicked really.,Information,
2479,EN2002b,Speaker B,00:06:25,We don't think there's enough time.,Discussion,
24279,IN1007,Speaker D,00:10:38,"the tandem you plus minus half. Because that's that's just a P_L_P_s. And then there is a training with M_L_P_ that's taking some context of these P_L_P_ coefficients. So it's like feeding the P_L_ P_L_P_s or M_F_C_s, w whatever to M_L_P_ and taking some context. This is the tandem. So this set-up we also have here. I didn't experiment with this. But maybe you some more results oh it's Hemant who has the results on tandem I guess, no? Yeah, yeah. Right. Yeah. But I think the I think the most important results are already in the thesis he's writing. So so is there some somewhere. So this is tandem. then then what? And then there is the F_D_L_P_. Then we can talk more about.",Information,
15257,ES2010c,Speaker C,00:27:10,"The other option is, I don't know if you can see it but it's like if",Information,
32444,IS1006c,Speaker C,00:09:33,Oh. We have some limitations.,Discussion,
49635,TS3012d,Speaker C,00:30:56,"The Real Reactor, I don't find that that bad at all.",Discussion,
19679,ES2015d,Speaker D,00:14:34,Yeah the bottom could be like ch chopped a bit.,Discussion,
10975,ES2006a,Speaker C,00:13:15,"Yeah, I like the cow. I'm Jen.",Discussion,
23677,IN1002,Speaker A,00:11:20,"Yeah. No,. My said that enough is enough.",Information,
15366,ES2010d,Speaker A,00:06:45,"Well we don' have the you know, we can't say channel, and it changes the channel, channel eight.",Discussion,
26745,IS1000a,Speaker B,00:19:07,"So well I think w when we are working on the international market, in principle it has enough customers so when we have a good product we we could meet this this aim, I think.",Information,
36678,TS3004b,Speaker C,00:21:04,"Yeah, when you press it. So",Discussion,
41263,TS3006d,Speaker B,00:29:06,Oh. Wait a second. Oh. It's it's gone wrong.,Discussion,
14449,ES2009d,Speaker D,00:10:19,"Yep. It's still an option if we need it. Very cool, nice job.",Discussion,
13131,ES2008b,Speaker B,00:36:40,"Yeah, that's what I have as well, R Rose So.",Discussion,
45764,TS3009c,Speaker C,00:36:48,"That's a bit too much, but No, no no no, but I think this looks pretty nice actually. Of course, because it's my design but No our d our design, alright.",Information,
26625,IS1000a,Speaker B,00:07:16,notebooks and w n note blocks and we have here a,Discussion,
41670,TS3007a,Speaker A,00:14:11,I think he's gonna draw an elephant.,Discussion,
38552,TS3005c,Speaker C,00:07:00,Let's make it black.,Discussion,
23082,IB4011,Speaker D,00:26:10,Yep. Or or we have you have,Discussion,
9737,ES2004d,Speaker C,00:10:38,"Yeah, I'd yeah I'd probably put it two yeah, two or three. No, three. Three.",Discussion,
15415,ES2010d,Speaker A,00:10:30,Okay and we're gonna button supplements the buttons are no okay.,Information,
39910,TS3006b,Speaker A,00:00:41,"Yeah I received an email so I thought I I can't mail you so I thought I'd just drop it in the folder, but",Discussion,
12980,ES2008b,Speaker B,00:20:03,"Rose, do you think you can give me a hand with this?",Information,
49189,TS3012c,Speaker B,00:30:51,"Well, I think it looks better curved. But that's probably",Discussion,
10603,ES2005c,Speaker C,00:31:33,"I'm I'm with Raj on that, I think, you know, I've got I've got no I've got a north facing house, there's not really ever sun coming in my window.",Discussion,
8601,ES2003c,Speaker A,00:11:35,and the white board 'cause I actually I have some fairly concrete things,Discussion,
2760,EN2002c,Speaker C,00:08:46,"Right. Is this is it for the entire corpus? Or is it just like individual ones, like t one fi one object for okay. That's nice. Oh, each meeting, okay. Alright.",Information,
6261,EN2009b,Speaker B,00:33:04,"Okay. Oh yeah, c she 'cause she her stuff is getting blocked off the mailing list 'cause she's not mailing from her normal account.",Information,
37738,TS3004d,Speaker C,00:24:24,Like a a f banana kind of front.,Discussion,
41150,TS3006d,Speaker D,00:21:39,But but how do you change from volume to channel?,Discussion,
13554,ES2008d,Speaker D,00:19:17,"Alright, we also said simplicity, how w how well does it address just being simple?",Discussion,
21564,IB4003,Speaker A,00:20:14,"Yeah, I think it's quite a heavy transformation of the building.",Discussion,
22893,IB4011,Speaker A,00:07:18,"as many. Might have won more sort of minor awards, but at least the Academy Awards, it was nominated for five of them, but didn't win. Nevertheless still a good movie, still a good twist at the end, which Denis already gave away.",Information,
40176,TS3006b,Speaker D,00:25:21,"so we have sound, yeah? Channel programming.",Discussion,
8301,ES2003a,Speaker B,00:04:16,"Oh, , you can clip them to your belt.",Discussion,
32218,IS1006b,Speaker B,00:15:15,"W we'll have a screen with a back light which can change colours,",Information,
32323,IS1006b,Speaker A,00:29:52,"Sho to to train, okay.",Discussion,
20440,ES2016c,Speaker B,00:30:07,"Well we have it banana-shaped already, kind of. So",Discussion,
46276,TS3009d,Speaker C,00:30:07,"And but what if maybe this this board SMARTboard is malfunctioning or someone. But suppose it was working correctly, what would it be useful then, if it wasn't off all the time? A",Information,
44843,TS3009a,Speaker B,00:24:15,Oh oh right oh well I didn't use it.,Discussion,
4825,EN2006a,Speaker C,00:14:48,"But you wouldn't be able to point something in a spectrum and say that's a damped Lyman alpha absorber, unless you'd",Discussion,
27910,IS1001b,Speaker C,00:03:23,by hand? With the the whiteboard?,Discussion,
40154,TS3006b,Speaker C,00:24:02,Yeah so we we needed to integrate the sound and,Discussion,
6829,EN2009d,Speaker C,00:28:54,"But not looking at their individual and pr fact, they probably will avoid looking directly. Because if they're looking directly at it, it's obscuring",Information,
34546,IS1008d,Speaker C,00:17:29,No no. We definitely shouldn't do it in our factory.,Information,
47437,TS3011b,Speaker D,00:18:28,"Well, t we won't support teletext which which was the third-most the second-most used function.",Information,
42041,TS3007b,Speaker B,00:40:38,"Oh yeah, it's not connected to the",Discussion,
13926,ES2009a,Speaker A,00:10:36,"Oh, have you been home yet? They'll be like, say something British, and you're like oh shut up family.",Information,
36313,TS3004a,Speaker D,00:04:54,I can see it now.,Discussion,
18795,ES2014d,Speaker D,00:40:06,"Yeah. Well, we were finding out various things in",Discussion,
47248,TS3011a,Speaker B,00:19:07,They're very vu vulnerable.,Discussion,
23189,IB4011,Speaker D,00:36:38,"Okay, me I put two to American Beauty",Discussion,
21167,IB4002,Speaker C,00:07:13,"Yes, I'm doing a P_H_D_. Yes. Officially. .",Discussion,
39857,TS3006a,Speaker A,00:16:19,we can go ahead with what we have. I will summarise the things we discussed and put it in the project folder.,Discussion,
26793,IS1000b,Speaker B,00:03:22,"So I see all everybody's here, 'kay.",Discussion,
9047,ES2004a,Speaker B,00:00:10,Are we we're not allowed to dim the lights so people can see that a bit better?,Information,
45507,TS3009c,Speaker B,00:20:27,Well this is a terrible,Information,
36616,TS3004b,Speaker B,00:14:59,I dunno. I don't have I did,Discussion,
14271,ES2009c,Speaker B,00:15:47,I know. It's fun.,Discussion,
16802,ES2012c,Speaker A,00:28:28,Oh no that well there's the sim my my idea was something a b probably you know a bit fatter than this but sort of tha that sorta shape so that you can just sort of ho hold it.,Information,
16065,ES2011c,Speaker A,00:26:11,"talk about? Oh when we move on, you two are going to be playing with play-dough.",Action_Item,
27484,IS1000d,Speaker A,00:23:32,Give it a one? Yep.,Discussion,
13608,ES2008d,Speaker B,00:22:50,"Well, are we talking about on each colour combination or are we, you know, we'll like we'll have yellow and black. Is that two special colours?",Information,
3685,EN2003a,Speaker A,00:19:36,I mean I think the Informatics are definitely worth asking. th there's there's C_S_T_R_ and H_C_R_C_.,Discussion,
15022,ES2010b,Speaker C,00:27:22,And then add a,Discussion,
12255,ES2007b,Speaker D,00:25:59,"But if it's a R_R_, it would be Real Reaction, like if it had a symbol on it.",Action_Item,
41750,TS3007a,Speaker A,00:21:39,"But we have to keep an eye that it's at the beginning of such a project, it's it's it's very cool to talk about, well, this would be cool, that would be cool. but we must not lose sight of the the user friendly",Action_Item,
18327,ES2014c,Speaker A,00:26:53,"Was that in the sort of fashion sense that this Or was the spongy feel was that sort of fashion? It was, wasn't it? So the",Information,
3482,EN2002d,Speaker B,00:28:44,"But at the beginning, it when you haven't searched yet, is it is it just is it still divided into two and the bottom half is just just empty? Okay.",Information,
35111,IS1009d,Speaker D,00:11:37,And this brings the menu up on the screen? This brings the menu up on the screen and the orange ones are,Information,
38662,TS3005c,Speaker C,00:21:43,"Yeah, three quarters. So so you don't have to put your oh.",Discussion,
40963,TS3006d,Speaker A,00:09:28,"Yeah, and even if we drop three buttons from here, we still have to make some adjustments around here. So",Discussion,
38583,TS3005c,Speaker B,00:13:19,"I forgot that one. I thought I forgot something, but . And and the numbers, that should be a bit larger I think it's not really on scale and and so forth. an options button. And I thought the the button for teletext apar apart because it's not really options, I think. It's options is the settings of the remote and of the T_V_ and that kind of thing. So could call it settings or something. But this is a bit how I thought it. And the L_C_D_ somewhere on the remote. Perhaps we could be more curvy the remote perhaps should,",Discussion,
22716,IB4010,Speaker D,00:38:36,"Yeah, it's his family name and actually Jeffrey Lebowski and he's he's the there is a a story with another Lebowski that yeah.",Information,
32237,IS1006b,Speaker B,00:17:22,According to the distance. Yeah yeah yeah.,Information,
5750,EN2006b,Speaker B,00:29:04,That's not a separate source.,Discussion,
21760,IB4004,Speaker A,00:10:50,"Okay, so we would prefer the names. Okay I I don't want to influence you too much, but mm I'm perfectly happy to start with this as the basis and then change things.",Information,
8162,ES2002d,Speaker B,00:27:34,Very good. what about leadership?,Discussion,
32908,IS1006d,Speaker C,00:21:58,"Yeah. Then it automatically we can just do like you feel, it goes. And it will activate , plus, yeah, it's price is really",Information,
27578,IS1000d,Speaker B,00:29:13,"Yes, exactly like it. , so",Discussion,
35625,TS3003b,Speaker D,00:31:32,"And it wouldn't have to be touchscreen or a very expensive screen, but",Discussion,
25244,IN1012,Speaker B,00:26:34,"Oh well, it's it has been used for speech coding. Nob nobody use it for recognition stuff I think, I never heard that.",Discussion,
20316,ES2016c,Speaker A,00:05:55,Marketing? We're watching trends. I suppose that you can have this.,Information,
31483,IS1005a,Speaker A,00:01:28,"So I dunno, you can starts.",Discussion,
11816,ES2006d,Speaker A,00:26:11,I think it mm,Discussion,
3863,EN2004a,Speaker B,00:14:20,"Yeah. Well, I wouldn't bother to mark all of those instances though.",Discussion,
14632,ES2009d,Speaker A,00:27:59,I dunno about you guys but I felt like,Discussion,
36062,TS3003d,Speaker A,00:20:59,"So we make one for the volume, one for the channel.",Discussion,
22875,IB4011,Speaker B,00:05:50,"It's it's hard to tell. So that's your impression. Yeah. That's mine, but",Discussion,
37855,TS3004d,Speaker C,00:33:21,"Yeah, just brainstorming basically.",Summary,
11313,ES2006c,Speaker B,00:15:15,"Oh, it's like the iPod.",Discussion,
38659,TS3005c,Speaker B,00:21:36,Yeah it it's supposed to be bit s bit s bit Yeah.,Discussion,
15707,ES2011b,Speaker A,00:14:19,wha what well probably our target group and how it's gonna going to appeal to our target group and I dunno the the s the buttons and what it does and that sort of thing. So.,Action_Item,
15357,ES2010d,Speaker A,00:06:07,"Alright, average is two.",Information,
35719,TS3003c,Speaker A,00:15:44,So these are the points we have to discuss.,Information,
21766,IB4004,Speaker A,00:11:21,"Mm-hmm. Or actually, Pierrette is a woman too. Yeah, it's the feminine of Pierre.",Information,
28093,IS1001b,Speaker A,00:27:46,Yeah. Maybe switch T_V_ on and off,Discussion,
23399,IN1001,Speaker A,00:28:12,"okay, so maybe like here for instance it is a just reproduced two times .",Discussion,
12556,ES2007c,Speaker A,00:36:36,Okay. right well. It's we're we've still couple of minutes until our meeting's due to finish.,Information,
18297,ES2014c,Speaker C,00:21:51,and I think that's all I had to say for that.,Discussion,
10036,ES2005a,Speaker A,00:02:24,"'Cause I I know as you add more buttons to the remote it sometimes gets so big and clunky and there's just like a hundred buttons on it, or you could have a really small slim one but then you could lose it easily.",Discussion,
29657,IS1003c,Speaker C,00:03:09,"Yeah. It's hard f i it's easy for you to remember it. Or to recognise it, yeah.",Information,
49181,TS3012c,Speaker A,00:30:06,"Okay, so we want the remote to be the s the side view actually, what I'm gonna draw. So",Discussion,
15064,ES2010c,Speaker C,00:05:43,"Okay, looking at the interface concept, it's gonna be mostly examples of possibilities of where we can go with this. if you wanna start the next slide.",Information,
18911,ES2015a,Speaker D,00:08:03,"-oh, we have a good artist.",Information,
13134,ES2008b,Speaker D,00:36:56,"But if I open it and then save it, probably will be there. Oh wait, never mind you can't save it to the",Discussion,
21932,IB4004,Speaker A,00:26:21,"Except that we cannot read it, but",Discussion,
14526,ES2009d,Speaker A,00:19:18,What do you guys feel about the process?,Discussion,
34209,IS1008b,Speaker B,00:25:10,the only thing that I saw missing from your your research that we found was this ability to find the doggone thing when you need it.,Information,
15903,ES2011c,Speaker B,00:10:56,"They have to r wheel really fast. But I think the wheel goes through like a hundred channels, at least on theirs.",Discussion,
33957,IS1008a,Speaker A,00:06:26,"Yeah, but before we talk about the finance, okay, do you have some idea how we can sell this product or project in the market and how much is going to benefit to the company and of course it's to the individual also.",Action_Item,
37816,TS3004d,Speaker D,00:30:09,the prices could be twenty Euros or something now. And then,Discussion,
9138,ES2004a,Speaker A,00:13:35,You mean to save it lesser number.,Discussion,
45774,TS3009c,Speaker B,00:37:19,"the fourth one is empty, isn't it? Yeah.",Information,
10541,ES2005c,Speaker C,00:25:09,"Yes, or maybe it's just going a bit too far. I mean we are pushing it probably with funny fruit shapes. don't wanna sort of overkill.",Discussion,
30292,IS1003d,Speaker B,00:25:13,"The solar cells, r is i is it?",Information,
