sentence_id,turn_id,speaker,timestamp,sentence,selected_label,notes,transcript_id
32638,,Speaker A,00:00:33,"So, now it's the Hi Sammy. It's the detail design meeting, so we're going last meeting. So , first Mark and Rama are going to present the prototype. then Sammy will propose some crite cr criteria to evaluate this prototype. Then, w we",Action_Item,,IS1006d
4289,,Speaker B,00:18:18,"Yeah, c I just think well, I mean it all of these things when they encounter a new genre of of actual data, then they end up modifying building new kinds of relations with new kinds of semantics and adding them. That's the entire history of these.",Discussion,,EN2005a
23092,,Speaker B,00:27:04,"Yeah. No, I think the summary is i is quite good, and especially I think it well mm when you read it you just want to go to see the movie. I think it looks funny for me. I haven't seen the movie, but the summary looks funny.",Summary,,IB4011
7788,,Speaker D,00:32:07,"I've had kinetic things before, and the the the one issue we need to keep in mind with them is that you're committing the user to moving it, and watches yeah",Action_Item,,ES2002c
31888,,Speaker D,00:20:51,Which is the same area.,Information,,IS1005c
9463,,Speaker D,00:11:21,"Hmm. Mm-hmm. Mm. Could I just ask referring back to solar charging, is that compatible with standard batteries? I mean, could people put standard batteries in but with a s you know they could leave it in the sunlight for solar charging or the two things not compatible?",Discussion,,ES2004c
42305,,Speaker B,00:31:43,"Ye I I think best would be to put it in and make it an menu option. You can put on Yeah. And you can just s when you buy it, you can select personal preference, parental control on, and the password or something.",Discussion,,TS3007c
34598,,Speaker A,00:00:54,Okay. Everybody ready? I think the first thing we do is introduce ourselves,Discussion,,IS1009a
43715,,Speaker C,00:24:53,But I've got a the email with with the possibilities. And L_C_D_ was a possibility for the remote control. So why don't we use it.,Discussion,,TS3008c
10150,,Speaker A,00:15:51,"And a novel feature which we just brought up was this this automatic speech recognition feature or noise detection feature for when you lose the remote, there could be a little microphone on it, and any noise over a certain threshold it'll pick up as a a distress signal from you and it'll beep back and say you know oh here I am or something of this sort.",Discussion,,ES2005b
16515,,Speaker B,00:16:13,They're not used often but they are quite important when they're used. Yeah.,Information,,ES2012b
23775,,Speaker A,00:21:22,"Was it insured, any idea?",Discussion,,IN1002
19360,,Speaker A,00:19:27,"Well, if they're raised up buttons. So that you can feel them. We were talking about it being more",Information,,ES2015c
36013,,Speaker D,00:15:38,But how does scroll-wheel work here?,Discussion,,TS3003d
36936,,Speaker D,00:07:40,maybe a see-through one in a a fruit front. Because it's it's hot. And some basic colour fronts.,Discussion,,TS3004c
15265,,Speaker B,00:27:59,"The only problem is we're using a latex overlay so it actually would go over top of everything and have holes for the buttons, so I was thinking maybe instead of doing that what we could do is leave a space for where the logo should be.",Discussion,,ES2010c
13098,,Speaker A,00:33:22,"And we also want it to be fashionable, which I'm not sure if that's a function so much as a yeah",Information,,ES2008b
18799,,Speaker B,00:40:54,"Yeah, I suppose and then be going out and finding more information each time and then diff things will be relevant.",Discussion,,ES2014d
4068,,Speaker C,00:37:58,"Oh, I had one guy, one of the project managers was he had a really weird accent and he was calling one guy Mister Ed. His name was Ed, and it took me a whole time to, you find out that it was actually Mister Ed. Or",Information,,EN2004a
34394,,Speaker A,00:24:40,How much you can,Discussion,,IS1008c
24748,,Speaker D,00:41:34,Then it's random. And that's why you get these values which are random.,Discussion,,IN1008
25270,,Speaker B,00:29:46,"Yeah, but nobody you know, it's those new systems are still not general, like you know, like those P_L_P_ and M_F_C_C_s, because everybody knows that di it worked somehow, right, for any kind of data. That's why they're comparing to to that, so. Once somebody will come with something new, okay, he he's showing it works for some datas, but still yeah, yeah. First it's difficult to to show that it works for all all the datas, right, because it's really and",Discussion,,IN1012
48637,,Speaker C,00:28:55,"Hmm. These are comfort issues. So I think people will pay they wanted to pay for comfort. Well, this is comfort.",Discussion,,TS3012b
23807,,Speaker D,00:24:48,"Maybe at least they will give some number others, like they can.",Discussion,,IN1002
27575,,Speaker D,00:29:04,"Yeah I think yeah it should be possible like what we do with the mobile phone, yeah.",Discussion,,IS1000d
38156,,Speaker D,00:12:12,"Important issues about the remote. I think it would be better with a personal reference, but okay. Remote control has to have to have a low power usage, because s w",Discussion,,TS3005b
27419,,Speaker D,00:19:45,It's will be embedded there so it won't be really you know protruding or something.,Discussion,,IS1000d
46697,,Speaker D,00:14:22,"So, well how we did do that? , well we made an investigation of the market, by Trendwatchers. They watch in cities like Paris and Milan. Of course, well known for their trend trends.",Discussion,,TS3010c
36382,,Speaker A,00:12:34,"The production cost are about half the price of selling price, sorry.",Information,,TS3004a
24860,,Speaker A,00:55:21,And they are plug in the on the X_L_R_? Or,Information,,IN1008
13584,,Speaker A,00:21:40,Let me one more space. Gonna zoom in real quick.,Discussion,,ES2008d
28505,,Speaker C,00:03:48,"Yeah bu but we we're designing only the remote, we not design the T_V_. So we're gonna be removing the teletext out of any T_V_",Discussion,,IS1002b
35686,,Speaker A,00:07:12,Okay. Thank you. Any questions about the the trends? Mayb,Discussion,,TS3003c
46059,,Speaker D,00:17:52,"Yeah, we need to have the the L_C_D_ screen.",Action_Item,,TS3009d
41129,,Speaker D,00:20:27,"F I don't know where. So that's very true, I guess, for our case.",Discussion,,TS3006d
2714,,Speaker C,00:00:47,Hmm. Did you wanna take a look at comments. There's more,Discussion,,EN2002c
26987,,Speaker C,00:31:14,"three like this, actually, and four five six like that and you can have keys like this in form like",Information,,IS1000b
48253,,Speaker A,00:33:26,"M Yeah, ten or five.",Discussion,,TS3011d
22993,,Speaker C,00:15:41,ninety one ninety one .,Discussion,,IB4011
34817,,Speaker B,00:22:23,"And and and it is one more point which I noted it down, like the material which which which is used for remotes should be human friendly it should not cause any skin disease or something some al allergy to either children or to ad adult person. And it should have an it can have an alarm clock a a person if some if somebody wants to get up at around eight eight P_M_ then he can set the time and it can be used as an alarm clock, and I don't think it will cost much to set an alarm clock inside a remote.",Discussion,,IS1009b
37138,,Speaker C,00:23:26,"Yeah, and and we can use the home station kind of thing. cases, flat, so uncurved. two D_ curved is like front to the back. And three D_ curved is also in depth.",Information,,TS3004c
9757,,Speaker D,00:12:07,"Losing one decimal place, that's okay.",Discussion,,ES2004d
17293,,Speaker A,00:32:19,"Mm. This oughta be fun. It probably won't go the first time, it'll probably be like a g mess.",Information,,ES2013b
41051,,Speaker A,00:14:42,Yep? Instead of an additional power button?,Discussion,,TS3006d
38219,,Speaker C,00:19:18,"Is it possible to find out, anyway? You know?",Information,,TS3005b
351,,Speaker D,00:50:45,I can't remember who's got it. Might be WordNet. But one of these big corpuses has a list of stop words that you can download and they're just basically lists of really uninteresting boring words that we could filter out before we do that.,Summary,,EN2001a
7382,,Speaker B,00:12:06,"No, actually. That would be useful, though, wouldn't it, if you knew like what your money would get you now.",Discussion,,ES2002a
32017,,Speaker D,00:05:31,"yes, we have plenty at home. In fact, my daughter likes l remote controls. To eat? Yeah, mainly, and to break.",Information,,IS1006a
21360,,Speaker D,00:22:29,"Well, we have the the group and students here. Although you still have Susan and Maggie over here.",Discussion,,IB4002
29154,,Speaker D,00:12:32,"Yeah 'cause if if we can make this unit upgradable then we're yeah but then we talk about changing the warranty concept and everything, but that's that was just an idea I had. to me the only additions",Information,,IS1002d
35697,,Speaker B,00:10:19,"Let's see. yeah. I was thinking about the special button for subtitles, just one button to keep it simple. one push on the button you get small subtitles.",Discussion,,TS3003c
35214,,Speaker A,00:23:14,"I'm sorry to interrupt then but I just recog I just remembered that there was no that that was not included that there was no room for any special features, okay? So to beware of that. You wanna go to this next slide, marketing expert?",Information,,IS1009d
14932,,Speaker A,00:18:43,"Okay, so we want for our target group would we say, I mean, young and old, all age ranges, all , not kids obviously, right?",Discussion,,ES2010b
47392,,Speaker C,00:14:24,Yes. Th that's a bit of that's a problem. Usually,Discussion,,TS3011b
7818,,Speaker A,00:36:00,Because that's becomes the most accessible thing in front of,Information,,ES2002c
12209,,Speaker C,00:21:17,"What about just from the the prospective of our manufacturing cost? I mean if if it's twelve fifty per unit. I mean, okay, there's",Discussion,,ES2007b
42684,,Speaker D,00:24:56,I don't know if twelve and a half is a fixed fixed price.,Information,,TS3007d
22911,,Speaker D,00:08:57,"Sorry, it's control L_",Discussion,,IB4011
43767,,Speaker A,00:28:07,"Yeah. No no no, not that comfy.",Discussion,,TS3008c
41209,,Speaker C,00:25:10,"Yeah but it be because we couldn't hardly draw on the b s on the lower half of the screen, we could not make it big enough to actually draw in the",Discussion,,TS3006d
38002,,Speaker D,00:09:25,"recognise as a giraffe. Yeah, the favourite charis characteristic is that the long neck, it can reach everything. And I hope I can also reach a lot with this project. So that's my favourite animal.",Information,,TS3005a
2950,,Speaker C,00:30:25,"Yeah, what if it's yeah. Do the P_D_F_s, switch it to Postscript, switch it back to P_D_F_, and then",Discussion,,EN2002c
9604,,Speaker C,00:31:30,Well you cou .,Discussion,,ES2004c
4773,,Speaker A,00:10:05,"Oh, you want to s split that one and, do you, into two? Yeah. Yeah. I'd agree with that, I think.",Decision,,EN2006a
31527,,Speaker C,00:09:03,"I dunno if I can. Okay. It may be like a cow or I dunno, whatever. I'm not good very good in drawing. Okay, so this is very It's a bird, I think. I dunno what is it.",Discussion,,IS1005a
42246,,Speaker B,00:24:18,"Well, I agree, just put it in the menu structure somewhere.",Decision,,TS3007c
1125,,Speaker B,00:08:08,'Cause an al like an alternative view would be that,Discussion,,EN2001d
40816,,Speaker B,00:40:31,Yeah and then h we sh mm.,Discussion,,TS3006c
6073,,Speaker A,00:07:29,"no, they're they're they're the same size as the as the original blobs basically. But so they yeah, I think the mouse is slightly bigger, but it's not, you know, it's not it's not hugely bigger. So",Summary,,EN2009b
9493,,Speaker B,00:14:14,the eternal battle for control of the controls.,Discussion,,ES2004c
5659,,Speaker B,00:21:44,"Oh right, yeah. Yeah.",Discussion,,EN2006b
46360,,Speaker B,00:04:35,Okay. Let's try this.,Information,,TS3010a
40058,,Speaker A,00:15:44,And the corporate identity should be clear in the design of the remote control.,Discussion,,TS3006b
44589,,Speaker D,00:05:45,"Alright, your favourite animal?",Discussion,,TS3009a
32820,,Speaker A,00:16:30,"It's n no, it's not fancy any more.",Discussion,,IS1006d
18016,,Speaker B,00:22:44,"That is true, yes.",Information,,ES2014b
22052,,Speaker D,00:37:13,So that's the standard things.,Discussion,,IB4004
7362,,Speaker A,00:09:31,"It does make sense from maybe the design point of view 'cause you have more complicated characters like European languages, then you need more buttons.",Discussion,,ES2002a
13428,,Speaker A,00:08:03,"Okay 'cause well, the designs are very bright, so you're right, they're gonna stick out, but",Information,,ES2008d
43093,,Speaker A,00:18:52,"Maybe a can opener underneath it? I don't know. Or someth something special, like M_P_ three player inside of it, or Oh, well then the production costs are gonna be too high probably.",Discussion,,TS3008a
21837,,Speaker C,00:19:46,"We put it the the furniture that we got for our reading room, we put it into the other half of the three person room.",Discussion,,IB4004
10256,,Speaker A,00:31:28,"Well, I think a consideration too is that these remotes get abused a lot, you know they get thrown around, there's a good chance the the T_F_T_ screen would break or get damaged. They're pretty fragile.",Discussion,,ES2005b
32686,,Speaker D,00:06:36,You mean we can change the colour of th,Discussion,,IS1006d
16112,,Speaker D,00:06:57,this whole project we've been working on actually meets the standards we were set at the start.,Information,,ES2011d
13805,,Speaker B,00:39:55,"Just if you like you'd have a remote for your remote, that'll.",Discussion,,ES2008d
29077,,Speaker B,00:03:24,"The programme button, yeah the programme button. So this bl this button will be used both for the favourites and for programming your the the type of television you wanna use. So the plastic is the white area of this of the model here, and the red area is like a rubber covering. So you can see that when it lays like this or like this and the buttons are all gonna be rubber, so it's pretty hard to actually damage it",Information,,IS1002d
20815,,Speaker A,00:08:45,or Yeah. Or Yeah. Couple of professor and assistant or,Information,,IB4001
26393,,Speaker B,00:33:25,"that's that's that is one of the reason for example why which mark we point pretty much on slides as a mean of indexing. Because at that point there is no interaction between humans and capture. Because whenever you have microphones that you have to move, it's it's it becomes complete really",Action_Item,,IN1016
8117,,Speaker C,00:21:05,"Yep, oh hundred pound pen. Sorry alright. No.",Discussion,,ES2002d
8149,,Speaker B,00:25:22,Oh yeah. Well I dunno do you th I think it means I think it means did you feel you were able to give creative input so,Discussion,,ES2002d
20878,,Speaker B,00:14:40,A one person'll be too small anyways.,Discussion,,IB4001
25756,,Speaker B,00:35:23,Oh. Oh okay. I mean just before. Oh you..,Discussion,,IN1013
7527,,Speaker A,00:19:13,"Is that too is that a lot of money to buy an extra remote or a replacement remote? Right. so maybe not the high end range, but maybe middle, middle up-ish. Kind of. You know how much? I dunno I guess you pay, what, ten ten quid for a remote? Like a simple replacement, right. I mean if you lost your remote and the first thing you just wanna go out and get, would you how much would you pay?",Discussion,,ES2002b
37276,,Speaker C,00:32:25,"Yeah, just a recharger.",Discussion,,TS3004c
47343,,Speaker C,00:07:06,"Okay. well, there are some changes in the design requirements, so there are some changes in the method also. basically all this device has to do is send messages to a T_V_ set. And the m most easy way to do this is by sending pulses of infrared light to a T_V_ set. Well, I th I tried to implement a picture here, but it's hardly readable.",Summary,,TS3011b
25945,,Speaker B,00:06:35,"On these four inputs you can have only video. But they want to make also the slide acquisition. So on one input they put a conversion box, a converter, which converts from slide",Information,,IN1014
36277,,Speaker A,00:42:41,Summary of the project.,Summary,,TS3003d
43973,,Speaker A,00:05:29,"No, listen listen. When you push the button, the remote control gives a signal. I in th in the first place it gives a signal which it would also send when you put a separate button on it. The one with dash, that signal gi and when y whe when you don't push another button on the remote control within five seconds, then the remote control gives a signal for channel one.",Information,,TS3008d
22963,,Speaker D,00:13:15,"Yeah, Tuesday, it's quite surprising though, but , okay.",Information,,IB4011
23709,,Speaker D,00:14:31,But you're generating P_L_P_s from?,Discussion,,IN1002
18561,,Speaker D,00:16:51,"'Kay. And I mean, how much does the product demonstrate technical innovation do you reckon?",Discussion,,ES2014d
44177,,Speaker D,00:20:12,"But I d I definitely don't think it's a five, but",Discussion,,TS3008d
10342,,Speaker B,00:04:05,"When we did f fashions , recent fashion our recent fashion update shows that",Discussion,,ES2005c
8020,,Speaker C,00:13:35,Maybe closer to three even or two and a half.,Discussion,,ES2002d
41327,,Speaker A,00:33:09,"Yeah I'm I'm somewhere, but maybe you can help me.",Discussion,,TS3006d
36999,,Speaker C,00:13:16,"Yeah, or maybe The channel buttons are often used. And you can't use them now with your thumb, because the thing is not, it's not easy to control.",Discussion,,TS3004c
1299,,Speaker E,00:29:28,No I think they were ten percent each.,Discussion,,EN2001d
289,,Speaker C,00:44:14,"Yes, I did. But I've only just got the notes. I have to still have to order everything by the time and",Discussion,,EN2001a
42895,,Speaker A,00:41:51,"You go there and you go there. So, okay. Well, maybe I can then do it one two three.",Discussion,,TS3007d
1215,,Speaker E,00:19:36,"Alright. Yeah, I should maybe just get started with 'em.",Discussion,,EN2001d
26038,,Speaker A,00:25:59,"Really? Well, so it was not such a difficult process then.",Discussion,,IN1014
1775,,Speaker A,00:38:08,"And then score, yeah, it this was just for showing it. Huh?",Discussion,,EN2001e
11929,,Speaker B,00:04:40,"okay, it's big, it's got a great memory.",Discussion,,ES2007a
40944,,Speaker D,00:07:31,"Well okay. For example if you have f f four buttons, channel up and down, volume left right Okay, I've I think we have to keep that. And then and the power button. So that's five.",Discussion,,TS3006d
1589,,Speaker E,00:10:19,Yeah another sh issue was that,Information,,EN2001e
25006,,Speaker B,00:18:05,"No, I think does this work, email?",Discussion,,IN1009
8409,,Speaker B,00:14:15,Are you finding it okay or?,Information,,ES2003b
23968,,Speaker A,00:38:48,From posteriors to s forced alignment.,Discussion,,IN1002
9478,,Speaker C,00:12:42,"Yeah they do, they yeah they've got dual things, but they're the batteries are smaller I think.",Discussion,,ES2004c
21740,,Speaker B,00:08:41,"Because the professors , you have personal printer or there is only one printer?",Information,,IB4004
20929,,Speaker B,00:17:36,Yeah. actually that's a good idea. J just put it up.,Discussion,,IB4001
5850,,Speaker B,00:36:13,But it's al is that also the name of the source?,Information,,EN2006b
19125,,Speaker B,00:27:49,Okay. Work on that.,Discussion,,ES2015b
9093,,Speaker D,00:07:45,"Hopefully that'll stay on, two-handed version. Okay,",Discussion,,ES2004a
19714,,Speaker B,00:16:38,Does this prototype match the operating behaviour of the average user.,Information,,ES2015d
10391,,Speaker A,00:12:11,"The L_C_D_ and the other stuff , I think.",Discussion,,ES2005c
16230,,Speaker C,00:20:12,Yeah. That could work.,Discussion,,ES2011d
4398,,Speaker B,00:46:10,"Yeah. B th But there there are people in the field that are moving that direction, like Martin. And also what's important here is the theoretical clarity about what an initiation and a response is. So what is it that ties different acts together at a higher level, you know.",Discussion,,EN2005a
17839,,Speaker B,00:07:29,I dunno maybe because there's so many cartoon characters made up after the bear like the jungle book characters and stuff like that. Great.,Discussion,,ES2014a
23962,,Speaker C,00:38:20,P_L_P_ should be there. I re should have kept the P_L_P_ also somewhere tha,Discussion,,IN1002
6904,,Speaker C,00:36:44,"Mm-hmm. I mean if if they are oscillating though, then that's presumably going to st change the weight. So you are actually going to see them flipping between when you decide they're looking there mm-hmm, if they're really close, yeah.",Decision,,EN2009d
41330,,Speaker A,00:33:16,I was here. So,Discussion,,TS3006d
27176,,Speaker B,00:26:32,"So I f I think we we should come to some decisions now a about this. so I understand when we want a display we need a expensive chip, but when we want a scrolling wheel w we also need the expensive chip, so can we use same chip, so with one expensive chip",Decision,,IS1000c
185,,Speaker E,00:29:34,W what segments now?,Discussion,,EN2001a
6021,,Speaker B,00:00:41,"Yeah, there was a mailing list before. They've just revived that, right?",Information,,EN2009b
10009,,Speaker B,00:36:24,"yeah, just the last, I think.",Discussion,,ES2004d
41911,,Speaker B,00:27:12,"And so an elder designer picks up th the of an elder parents or grandparent picks up the remote from the little child and who's all in the systems functions, you'll have to have the possibility to turn off the T_V_ or to switch the channel without well using all the menu structures to get back to the primary functions.",Information,,TS3007b
41411,,Speaker C,00:38:02,How Shall we do the logo in black or not?,Discussion,,TS3006d
24285,,Speaker B,00:11:44,"Yeah. Yeah, but I'm using that for different different reason, right. So it's speech coding. So what is the task is usual just take the speech of course somehow to encode it into as as small number of beat as possible and with a reasonable quality of course. And again to e decode it. And I'm using F_D_L_P_ for that, still playing with more less one second long segments. So just dividing the speech into one s one second frames doing D_C_T_. It's just the standard wor of work. And then doing some compression and computation of yeah, yeah yeah, sh oh, yeah. But you are doing the same, no? Yeah b yeah yeah you take the the D_C_T_ and you just divide it into several sub-bands, frequency bands with a different",Action_Item,,IN1007
44540,,Speaker D,00:45:08,"I think we gotta fill out another questionnaire, to be honest.",Discussion,,TS3008d
29484,,Speaker B,00:08:53,This is in fact some other component that are in between the electrical de the electronic device.,Information,,IS1003b
1782,,Speaker D,00:38:38,"So you know how zero is T_F_I_D_F_. One is the well I've called it word importance, but that's a really m misleading name.",Discussion,,EN2001e
46614,,Speaker B,00:02:04,", first I'll I'll discuss the buttons we just chose, show you some samples,",Discussion,,TS3010c
2038,,Speaker B,00:04:45,"Yeah, I don't I mean it w it's more like part of the",Discussion,,EN2002a
19981,,Speaker C,00:12:58,"Yeah, that's g that's a good idea.",Discussion,,ES2016a
39165,,Speaker B,00:15:37,"Yeah, yeah, it's very spongy. Oh but not it's not very spongy, because it's hard rubber.",Information,,TS3005d
34902,,Speaker A,00:02:53,mm child lock and maybe a display clock so that people could,Discussion,,IS1009c
25581,,Speaker A,00:14:17,"Or based around that. Yeah. Okay. It's not terribly interesting though, really.",Discussion,,IN1013
37795,,Speaker C,00:28:35,then there we probably have been creative.,Discussion,,TS3004d
47432,,Speaker B,00:17:47,It will be an a unique feature of our remote control.,Discussion,,TS3011b
20579,,Speaker A,00:10:49,"But if we do go with the, with the speech recognition, then it, then our scale goes up quite a bit I think.",Discussion,,ES2016d
4513,,Speaker D,01:08:07,"So we got stuck at some point on evaluation of chunking, right. The problem was you didn't have ICSI data that was hand labelled for chunks. And we decided labelling the ICSI data for chunks would be probably difficult and maybe not very useful. And so it it mi",Decision,,EN2005a
11802,,Speaker A,00:24:55,But we lose the locator.,Discussion,,ES2006d
27109,,Speaker B,00:10:31,maybe we can go a th Matthew's presentation because,Discussion,,IS1000c
25435,,Speaker C,00:47:09,"Okay, I'm I'm fine with this, but I can make it run on my machine. Okay.",Information,,IN1012
44468,,Speaker A,00:40:17,I don't think it's realistic for you to do so.,Discussion,,TS3008d
39759,,Speaker C,00:06:05,. Your line broke.,Discussion,,TS3006a
34104,,Speaker B,00:11:51,"Might be hard to find, though.",Discussion,,IS1008b
31665,,Speaker A,00:21:23,to have something new and So we I think we should still thinking about it. But maybe.,Discussion,,IS1005b
18613,,Speaker D,00:21:58,"So this is about sort of the corporate image of like new sort of sleek technology and all that sort of thing, as well as having the logo on and all that. So sort of",Information,,ES2014d
1721,,Speaker D,00:29:03,", oh there must be a way of detecting whether the clock's loaded. Like in fact there there is. You can try and set something on the clock and use try and catch, and then if you catch the exceptions set the flag.",Action_Item,,EN2001e
49003,,Speaker D,00:15:33,No it maybe it's better to look what the people want. So I can show my investigation.,Discussion,,TS3012c
29886,,Speaker B,00:25:35,"I think we can have wood for example in the bottom and, you know. It depends on the design we want, so.",Discussion,,IS1003c
35394,,Speaker A,00:22:19,"Yeah, that's nice, I think. So we've we want different functions",Discussion,,TS3003a
44673,,Speaker C,00:11:17,well I think it's obvious right now.,Discussion,,TS3009a
