sentence_id,transcript_id,timestamp,speaker,sentence,selected_label
185,EN2001a,00:29:34,Speaker E,W what segments now?,Discussion
6021,EN2009b,00:00:41,Speaker B,"Yeah, there was a mailing list before. They've just revived that, right?",Information
10009,ES2004d,00:36:24,Speaker B,"yeah, just the last, I think.",Discussion
41911,TS3007b,00:27:12,Speaker B,"And so an elder designer picks up th the of an elder parents or grandparent picks up the remote from the little child and who's all in the systems functions, you'll have to have the possibility to turn off the T_V_ or to switch the channel without well using all the menu structures to get back to the primary functions.",Information
41411,TS3006d,00:38:02,Speaker C,How Shall we do the logo in black or not?,Discussion
24285,IN1007,00:11:44,Speaker B,"Yeah. Yeah, but I'm using that for different different reason, right. So it's speech coding. So what is the task is usual just take the speech of course somehow to encode it into as as small number of beat as possible and with a reasonable quality of course. And again to e decode it. And I'm using F_D_L_P_ for that, still playing with more less one second long segments. So just dividing the speech into one s one second frames doing D_C_T_. It's just the standard wor of work. And then doing some compression and computation of yeah, yeah yeah, sh oh, yeah. But you are doing the same, no? Yeah b yeah yeah you take the the D_C_T_ and you just divide it into several sub-bands, frequency bands with a different",Action_Item
44540,TS3008d,00:45:08,Speaker D,"I think we gotta fill out another questionnaire, to be honest.",Discussion
29484,IS1003b,00:08:53,Speaker B,This is in fact some other component that are in between the electrical de the electronic device.,Information
1782,EN2001e,00:38:38,Speaker D,"So you know how zero is T_F_I_D_F_. One is the well I've called it word importance, but that's a really m misleading name.",Discussion
46614,TS3010c,00:02:04,Speaker B,", first I'll I'll discuss the buttons we just chose, show you some samples,",Discussion
2038,EN2002a,00:04:45,Speaker B,"Yeah, I don't I mean it w it's more like part of the",Discussion
19981,ES2016a,00:12:58,Speaker C,"Yeah, that's g that's a good idea.",Discussion
39165,TS3005d,00:15:37,Speaker B,"Yeah, yeah, it's very spongy. Oh but not it's not very spongy, because it's hard rubber.",Information
34902,IS1009c,00:02:53,Speaker A,mm child lock and maybe a display clock so that people could,Discussion
25581,IN1013,00:14:17,Speaker A,"Or based around that. Yeah. Okay. It's not terribly interesting though, really.",Discussion
37795,TS3004d,00:28:35,Speaker C,then there we probably have been creative.,Discussion
47432,TS3011b,00:17:47,Speaker B,It will be an a unique feature of our remote control.,Discussion
20579,ES2016d,00:10:49,Speaker A,"But if we do go with the, with the speech recognition, then it, then our scale goes up quite a bit I think.",Discussion
4513,EN2005a,01:08:07,Speaker D,"So we got stuck at some point on evaluation of chunking, right. The problem was you didn't have ICSI data that was hand labelled for chunks. And we decided labelling the ICSI data for chunks would be probably difficult and maybe not very useful. And so it it mi",Decision
11802,ES2006d,00:24:55,Speaker A,But we lose the locator.,Discussion
27109,IS1000c,00:10:31,Speaker B,maybe we can go a th Matthew's presentation because,Discussion
25435,IN1012,00:47:09,Speaker C,"Okay, I'm I'm fine with this, but I can make it run on my machine. Okay.",Information
44468,TS3008d,00:40:17,Speaker A,I don't think it's realistic for you to do so.,Discussion
39759,TS3006a,00:06:05,Speaker C,. Your line broke.,Discussion
34104,IS1008b,00:11:51,Speaker B,"Might be hard to find, though.",Discussion
31665,IS1005b,00:21:23,Speaker A,to have something new and So we I think we should still thinking about it. But maybe.,Discussion
18613,ES2014d,00:21:58,Speaker D,"So this is about sort of the corporate image of like new sort of sleek technology and all that sort of thing, as well as having the logo on and all that. So sort of",Information
1721,EN2001e,00:29:03,Speaker D,", oh there must be a way of detecting whether the clock's loaded. Like in fact there there is. You can try and set something on the clock and use try and catch, and then if you catch the exceptions set the flag.",Action_Item
49003,TS3012c,00:15:33,Speaker D,No it maybe it's better to look what the people want. So I can show my investigation.,Discussion
29886,IS1003c,00:25:35,Speaker B,"I think we can have wood for example in the bottom and, you know. It depends on the design we want, so.",Discussion
35394,TS3003a,00:22:19,Speaker A,"Yeah, that's nice, I think. So we've we want different functions",Discussion
44673,TS3009a,00:11:17,Speaker C,well I think it's obvious right now.,Discussion
