sentence_id,turn_id,speaker,timestamp,sentence,selected_label
4901,EN2006a,Speaker C,00:21:01,"But saying that isn't the same as saying we've seen that in a spectrum, whereas a broad line quasar, someone has looked at it and they've seen a broad line.",Information
33866,IS1007d,Speaker D,00:29:07,Do you require different types of P_C_B_s and,Discussion
28217,IS1001c,Speaker A,00:07:51,To have the light always on?,Discussion
1016,EN2001b,Speaker A,00:50:01,Yep. Should be possible.,Discussion
42958,TS3008a,Speaker D,00:02:18,"Come on, move it.",Discussion
11338,ES2006c,Speaker B,00:19:43,"And i it would be like I mean if you could make it integrate with the T_V_ then it could come up with new information about what's on, and you could just see that on the remote rather than",Discussion
6322,EN2009c,Speaker B,00:04:04,"Yeah. No, I'm just try I'm trying to l think of the things that could go wrong. but since I haven't tried it this particular way, you know, but yeah, that sounds good. So i so you say we haven't finalised what the G_D_F_ looks like. Is that an implicit request for me to do something? Or",Discussion
14836,ES2010b,Speaker A,00:06:50,Alright. Now we have Courtney with the functional requirements.,Discussion
4504,EN2005a,Speaker D,01:06:32,"And I mean it seems to me that chunking should have some kind of so if if your dialogue act segmenter says there's there's a segment here, but your chunker said no, this is a coherent chunk, then y y you know, w I mean maybe they could work together to do a better job than",Discussion
21096,IB4002,Speaker D,00:01:39,go through that first.,Discussion
364,EN2001a,Speaker E,00:52:31,"Yeah, if you if you enter the big room, in the right-hand corner, I think. the thing is like you can only burn from the local file-system. So if it's from s well actually I think if it's mounted, you can directly burn from there, but the problem is I have my data on beefy and so I have to get it into the local temp directory and burn it from there. But you can burn it from there.",Discussion
31362,IS1004d,Speaker A,00:23:21,Okay so I'll remove it.,Discussion
42903,TS3007d,Speaker C,00:42:33,"It's not double. , it's not double anymore, eh?",Discussion
5696,EN2006b,Speaker B,00:24:33,I think that's right.,Discussion
9301,ES2004b,Speaker D,00:25:21,"Do we have to initially , you know looking at the findings here, focus on",Discussion
30598,IS1004b,Speaker B,00:14:55,'Cause the thing is what a what we the presen this presentation we had is what we want the remote control to actually do. And obviously the the simplest thing that a remote control does is it just change the change the channel. Now,Discussion
24144,IN1005,Speaker A,00:31:27,"Like this, yeah, mm mm mm, okay.",Information
4749,EN2006a,Speaker C,00:08:07,I don't remember what we were doing with nebulae.,Discussion
12862,ES2008a,Speaker C,00:13:21,or should we just stick to just stick to having television television related buttons on it?,Discussion
25737,IN1013,Speaker B,00:33:30,. . Ok ok ok,Discussion
14230,ES2009c,Speaker C,00:08:27,"I like it, I like it.",Discussion
39056,TS3005d,Speaker D,00:10:49,"Also huh -huh the buttons, are they easy to find? That was a big requirement of the old people.",Information
37151,TS3004c,Speaker C,00:24:37,"Okay, then we we use m must use the second most expensive chip. So th so the regular chip. Because we use scroll wheels.",Action_Item
18009,ES2014b,Speaker D,00:21:59,"Youn young people pref Yeah, they s they said that they'd be interested in a remote control which offered that possibility and as you go up through the age groups, people got less and less interested in sort of a a remote control that you could talk to, so.",Discussion
12061,ES2007a,Speaker A,00:19:08,"whether it's what goes into the box, somehow.",Discussion
39038,TS3005d,Speaker A,00:10:13,Well I'd say two on a scale,Discussion
38304,TS3005b,Speaker D,00:24:52,"Yeah. After two minutes, yeah two three minutes, yeah.",Discussion
48243,TS3011d,Speaker A,00:32:47,That sounds quite scary.,Discussion
19602,ES2015d,Speaker A,00:08:42,something I'm going to,Action_Item
1737,EN2001e,Speaker D,00:31:08,"No, I don't get that on my machine.",Discussion
6681,EN2009d,Speaker C,00:06:04,"Th th th yeah, the it should still come out that the little sketch I asked this p for for last week about N_X_T_ and whether it would have that sort of tiered effect so you could see the overlap of where one person is looking compared to the other and their mouse movements and things. That that should ra address all that. Mm-hmm. But but because it's also in the i based on the the time course of the procedure you'll be able to basically get the scan path of the pattern of events from that as well.",Summary
1362,EN2001d,Speaker B,00:36:23,"Yeah, so if I mean I don't mind where it's done. So if the data manager filters it out and like I just think that in in the logic of the programme it's it's much easier to justify why we say we treat a series of meetings as one single thing rather than w",Discussion
2930,EN2002c,Speaker B,00:27:59,Depends how you treat your compound nouns.,Discussion
41683,TS3007a,Speaker A,00:15:12,Do you have a rabbit at home?,Discussion
35602,TS3003b,Speaker A,00:29:27,is allowed in the budget we have?,Information
15546,ES2011a,Speaker C,00:09:11,Sorry can you just say that what's the what are our price goals again?,Discussion
21695,IB4004,Speaker C,00:01:15,And I also checked with Maggie and Pierrette.,Discussion
26678,IS1000a,Speaker A,00:12:02,"Okay, there you go. So what favourite characteristics. . Dogs are always friendly and loyal and fun.",Discussion
1540,EN2001e,Speaker D,00:05:58,"Oh right, I see.",Discussion
43549,TS3008c,Speaker A,00:10:57,"Yeah. Yeah, it's okay.",Discussion
28801,IS1002c,Speaker B,00:06:28,"I would guess this like this pen would be kinda like a double-curved, where it's curved on m m multiple axes, right? I think curved means just curved in one axis and double-curved is curved in two axes",Discussion
40541,TS3006c,Speaker A,00:21:22,Oh yeah. Least you can easily see it.,Discussion
20883,IB4001,Speaker B,00:14:50,"Two. Well, which W There's three two person rooms.",Information
7533,ES2002b,Speaker C,00:20:11,"Well, did you not say it was the the adults that were going for the the voice recognition? Sort of the the older group.",Discussion
25089,IN1012,Speaker B,00:07:08,"Oh, you've got the s",Discussion
48835,TS3012c,Speaker C,00:03:14,Let's see where my,Discussion
39882,TS3006a,Speaker D,00:18:12,"Yeah well like l li like some like some some remotes who are out there, which I know, there's one button which is very easy to switch between devices. So you can switch to your video and then the same buttons control your video. And another function I'll think of switch to your media centre, because that's getting very popular. And then use your Windows media centre under your T_V_ with the same remote control. So with the switch, one single switch",Discussion
20465,ES2016c,Speaker C,00:32:01,rid of that because gonna use a battery. And the base station might not be necessary.,Information
35200,IS1009d,Speaker D,00:20:43,"so they'll be our main selling points. So th those have been fulfilled by your prototype and go ahead to the next slide please. Okay, so the shape I think is a a one. That's really, really excellent shape. The size is small and th these points are in the importance for the, for the marketing, these aren't i in how I feel. I think that it's I think that it's plenty small enough to sell but I think we're sort of right the scale is one to seven. I think we're sort of right in the middle as far as c other competitors.",Discussion
44719,TS3009a,Speaker A,00:15:24,We also just released a T_F_T_ thing I saw.,Discussion
11431,ES2006c,Speaker B,00:28:54,"Yeah, but y your spinning wheel tends to go to one side.",Discussion
14571,ES2009d,Speaker D,00:23:00,"Hmm, very much so.",Discussion
28240,IS1001c,Speaker C,00:10:18,"Mm. Yeah, I think that if you put the cover it will be even more difficult for the user.",Discussion
2350,EN2002a,Speaker B,00:31:43,"Well, it doesn't matter for me. I mean three three or after what?",Discussion
11927,ES2007a,Speaker D,00:04:31,"Oh my gosh, I'm never gonna be able to draw that well.",Discussion
41501,TS3006d,Speaker D,00:44:05,Yeah? How do you do it?,Discussion
45486,TS3009c,Speaker B,00:19:35,"And oh I think as you can see so, the L_C_D_ screen does look better at the lower end, or at the bottom. But",Discussion
8999,ES2003d,Speaker C,00:33:14,"Yeah, that woulda been pretty good.",Discussion
39847,TS3006a,Speaker B,00:15:01,"I got some requirements it has it has to be user-friendly. really easy to use buttons, not not very small buttons, but not the the also the big big buttons, but just normal buttons. It has to be a small unit. It has to be yeah, you can take it with you everywhere in in your house. So it has n has not to be l yeah, gigantic machine.",Discussion
45583,TS3009c,Speaker A,00:26:01,Okay. And well the the electrical cable is just normal .,Information
28844,IS1002c,Speaker B,00:11:36,"Instead of play, stop, rewind, and fast forward there, that's up, down, louder, and quieter.",Discussion
16111,ES2011d,Speaker D,00:06:48,Right what happens is we have to decide whether this this whole,Decision
3105,EN2002c,Speaker B,00:46:59,"So if it m so yeah, if you return seventy five, wh where do you stop? How do you rank them or something. Or returns twenty, even if it returns twenty, do you cut off at ten, do you rank them, do you what's the threshold? Something like that would be",Discussion
41497,TS3006d,Speaker A,00:43:37,"And you can just relax and have cup of coffee or oh no, they don't have beer here so you can't celebrate. You can just if you ma finish my presentation please.",Information
34926,IS1009c,Speaker C,00:06:42,Going to the nex next.,Action_Item
27778,IS1001a,Speaker B,00:04:09,Can I give you the no? But I don't have to say anything.,Discussion
4118,EN2004a,Speaker B,00:42:23,"Right, I'm mobile. Alright.",Discussion
27857,IS1001a,Speaker A,00:11:32,Maybe we can have,Discussion
951,EN2001b,Speaker B,00:39:51,"Yeah, I think if we work together on an on an entropy based score. It's let me see if I can demonstrate",Discussion
27115,IS1000c,Speaker C,00:10:51,Yeah so I'll I'll go with that actually so,Discussion
46441,TS3010b,Speaker C,00:06:29,"Ten minutes to tell it. Okay. I think it will be a few minutes and First I will tell you something about the findings, what I discovered about the remote control. The working bout it of it.",Discussion
1469,EN2001d,Speaker D,00:49:13,"No, like different measures to the display.",Information
3454,EN2002d,Speaker D,00:26:58,No. I'd expect somewhere ten to fifteen pages.,Discussion
2791,EN2002c,Speaker A,00:11:48,"On your home directory, not in the okay.",Discussion
9341,ES2004b,Speaker C,00:31:48,Yeah and if yeah if you if you had if you had one of those just coming back to your other point about pressing the button and setting off the bleeper in the room that could,Discussion
39185,TS3005d,Speaker A,00:16:29,"Yeah, but a har",Discussion
47819,TS3011c,Speaker C,00:29:41,Okay. So you will be on the Bahamas.,Discussion
2329,EN2002a,Speaker A,00:30:35,Yeah. That's cool. Yeah. In the morning.,Discussion
12260,ES2007b,Speaker A,00:26:17,"Well, not necessarily. But we have to incorporate it.",Discussion
2141,EN2002a,Speaker C,00:13:44,"Because I'm I'm just, you know, I go into the lab and I say right, what am I gonna change today. You know? And it kind of just it just develops, I'm not aiming for anything. Do we wanna aim for something?",Discussion
7122,EN2009d,Speaker C,01:00:42,"No, they're they're on two s the two separate machines and the you you start and end them separately. The they they're not talking to each other. They're just recording. You start it recording and it starts recording what's on one screen. And you start the other recording on the other machine. And they're they're totally separate. They don't know about the other one.",Discussion
1970,EN2001e,Speaker D,01:03:35,So may we probably want a different summary constructor that takes an an additional argument of an I_D_. And it will that w utterance will always be in the summary.,Summary
32033,IS1006a,Speaker A,00:06:53,"No, because you think, why not.",Discussion
24412,IN1007,Speaker A,00:28:04,"He has all kinds of speech recognition results, right. It was the first time you start using the cluster, I remember, or some some parallel processing. That was a big thing here.",Discussion
15946,ES2011c,Speaker A,00:15:16,"Yeah, that you can flip over, yeah, yeah.",Discussion
19935,ES2016a,Speaker C,00:06:31,one thing I thought of with the remote control is you always lose 'em.,Information
10720,ES2005d,Speaker A,00:05:19,A a more friendly type of,Discussion
46950,TS3010d,Speaker D,00:05:34,"And in the end, we will c count an average",Discussion
7562,ES2002b,Speaker D,00:26:50,"And like on the means b Since we're on the topic of the technology, are there any like what are our options? Alright, what's what i in Is this the only way that we go about it, or are there other thin",Discussion
36893,TS3004c,Speaker C,00:01:39,I received an email with a few possibilities on the materials. So I'll discuss them with you. Yeah.,Information
7008,EN2009d,Speaker B,00:48:28,"Okay, so w all I'm I'm doing is kind of worrying out loud about all the things that will happen that we'll miss by th a simple view of for example regions and looking at at triangle one. When is triangle one not triangle one anymore. does it s keep its identity.",Information
18931,ES2015a,Speaker A,00:11:27,It looks kinda like a person.,Discussion
30358,IS1003d,Speaker A,00:30:11,The thing now is to to sell it.,Information
1069,EN2001d,Speaker D,00:02:02,"That's Vera's data on the display. But the segments are just made up, aren't they.",Information
41083,TS3006d,Speaker C,00:16:41,We went straight into finance?,Discussion
36453,TS3004a,Speaker C,00:18:09,"Yeah, and and you just have normal batteries that you can recharge and just put it in the station, or you can change your batteries, so.",Discussion
29615,IS1003b,Speaker B,00:23:56,"the global usage, so if people don't have the technology.",Discussion
10447,ES2005c,Speaker A,00:18:43,"Okay so, here are a a plastic,",Information
15553,ES2011a,Speaker A,00:10:19,", I don't know what these mean because I didn't actually make the slide-show. Experience with remote control. So I guess we have to reflect on our experiences with remote controls to decide what we would like to see in a convenient, practical,",Decision
15025,ES2010b,Speaker A,00:27:29,"Y right, right right right. That one?",Discussion
11811,ES2006d,Speaker B,00:25:28,"Yeah, I think Jen wants it to vibrate.",Discussion
17657,ES2013d,Speaker B,00:18:57,We have the worry about how robust it will be if it's it's curved as a banana but spongy. I think yeah.,Discussion
48789,TS3012b,Speaker A,00:39:24,"small buttons here for some extra functions, so if your basic function's here, we should like we decided before, programmes up and down,",Decision
12762,ES2007d,Speaker A,00:17:17,"Oh no I thi I put it in one of my e-mails that I sent off. that, you know, it's marketable in the sense that it's whilst all these other remotes actually do give you repetitive strain injury, our one does the complete opposite, you know, so that's something that's new, which is one of the criteria they asked us to come up with something with something new.",Information
16097,ES2011d,Speaker A,00:04:10,"if you wanna look in your project documents folder, there's an Excel spreadsheet.",Discussion
34842,IS1009b,Speaker A,00:28:26,Do we look at one target group?,Discussion
25580,IN1013,Speaker D,00:14:11,"Yeah there yeah, yeah. Yeah. Yeah, yeah. Four point eight or something.",Discussion
19184,ES2015b,Speaker C,00:33:33,"That, yeah, that's a good idea.",Discussion
44532,TS3008d,Speaker A,00:44:35,"Okay, well we leave it like this. Then it's c then we're yeah.",Information
41744,TS3007a,Speaker D,00:21:17,"Look, you got some cheap remote controls there.",Discussion
23306,IN1001,Speaker A,00:12:45,Alpha times the maximum of the other ones. Of the other ones.,Discussion
39853,TS3006a,Speaker A,00:16:04,I think the best is to go to work.,Discussion
33616,IS1007d,Speaker A,00:00:48,So in last meeting we have discussed the conceptual design and we asked you to prepare a prototype for the,Information
35022,IS1009c,Speaker B,00:27:31,Trendy design and compact.,Discussion
23623,IN1001,Speaker A,00:56:27,"Yeah. Yeah, yeah. Yeah.",Discussion
40822,TS3006c,Speaker B,00:40:58,No flipping or you wanted the flipping so,Discussion
15542,ES2011a,Speaker C,00:08:34,You're dragging a you have a tail.,Discussion
21864,IB4004,Speaker A,00:21:48,"No okay, no way. I'll I'll have my head cut off if we don't have a lounge. So",Discussion
33236,IS1007b,Speaker C,00:05:29,It's field programmable something array. Yeah.,Discussion
32638,IS1006d,Speaker A,00:00:33,"So, now it's the Hi Sammy. It's the detail design meeting, so we're going last meeting. So , first Mark and Rama are going to present the prototype. then Sammy will propose some crite cr criteria to evaluate this prototype. Then, w we",Action_Item
4289,EN2005a,Speaker B,00:18:18,"Yeah, c I just think well, I mean it all of these things when they encounter a new genre of of actual data, then they end up modifying building new kinds of relations with new kinds of semantics and adding them. That's the entire history of these.",Discussion
23092,IB4011,Speaker B,00:27:04,"Yeah. No, I think the summary is i is quite good, and especially I think it well mm when you read it you just want to go to see the movie. I think it looks funny for me. I haven't seen the movie, but the summary looks funny.",Summary
7788,ES2002c,Speaker D,00:32:07,"I've had kinetic things before, and the the the one issue we need to keep in mind with them is that you're committing the user to moving it, and watches yeah",Action_Item
31888,IS1005c,Speaker D,00:20:51,Which is the same area.,Information
9463,ES2004c,Speaker D,00:11:21,"Hmm. Mm-hmm. Mm. Could I just ask referring back to solar charging, is that compatible with standard batteries? I mean, could people put standard batteries in but with a s you know they could leave it in the sunlight for solar charging or the two things not compatible?",Discussion
42305,TS3007c,Speaker B,00:31:43,"Ye I I think best would be to put it in and make it an menu option. You can put on Yeah. And you can just s when you buy it, you can select personal preference, parental control on, and the password or something.",Discussion
34598,IS1009a,Speaker A,00:00:54,Okay. Everybody ready? I think the first thing we do is introduce ourselves,Discussion
43715,TS3008c,Speaker C,00:24:53,But I've got a the email with with the possibilities. And L_C_D_ was a possibility for the remote control. So why don't we use it.,Discussion
10150,ES2005b,Speaker A,00:15:51,"And a novel feature which we just brought up was this this automatic speech recognition feature or noise detection feature for when you lose the remote, there could be a little microphone on it, and any noise over a certain threshold it'll pick up as a a distress signal from you and it'll beep back and say you know oh here I am or something of this sort.",Discussion
16515,ES2012b,Speaker B,00:16:13,They're not used often but they are quite important when they're used. Yeah.,Information
23775,IN1002,Speaker A,00:21:22,"Was it insured, any idea?",Discussion
19360,ES2015c,Speaker A,00:19:27,"Well, if they're raised up buttons. So that you can feel them. We were talking about it being more",Information
36013,TS3003d,Speaker D,00:15:38,But how does scroll-wheel work here?,Discussion
36936,TS3004c,Speaker D,00:07:40,maybe a see-through one in a a fruit front. Because it's it's hot. And some basic colour fronts.,Discussion
15265,ES2010c,Speaker B,00:27:59,"The only problem is we're using a latex overlay so it actually would go over top of everything and have holes for the buttons, so I was thinking maybe instead of doing that what we could do is leave a space for where the logo should be.",Discussion
13098,ES2008b,Speaker A,00:33:22,"And we also want it to be fashionable, which I'm not sure if that's a function so much as a yeah",Information
18799,ES2014d,Speaker B,00:40:54,"Yeah, I suppose and then be going out and finding more information each time and then diff things will be relevant.",Discussion
4068,EN2004a,Speaker C,00:37:58,"Oh, I had one guy, one of the project managers was he had a really weird accent and he was calling one guy Mister Ed. His name was Ed, and it took me a whole time to, you find out that it was actually Mister Ed. Or",Information
34394,IS1008c,Speaker A,00:24:40,How much you can,Discussion
24748,IN1008,Speaker D,00:41:34,Then it's random. And that's why you get these values which are random.,Discussion
25270,IN1012,Speaker B,00:29:46,"Yeah, but nobody you know, it's those new systems are still not general, like you know, like those P_L_P_ and M_F_C_C_s, because everybody knows that di it worked somehow, right, for any kind of data. That's why they're comparing to to that, so. Once somebody will come with something new, okay, he he's showing it works for some datas, but still yeah, yeah. First it's difficult to to show that it works for all all the datas, right, because it's really and",Discussion
48637,TS3012b,Speaker C,00:28:55,"Hmm. These are comfort issues. So I think people will pay they wanted to pay for comfort. Well, this is comfort.",Discussion
23807,IN1002,Speaker D,00:24:48,"Maybe at least they will give some number others, like they can.",Discussion
27575,IS1000d,Speaker D,00:29:04,"Yeah I think yeah it should be possible like what we do with the mobile phone, yeah.",Discussion
38156,TS3005b,Speaker D,00:12:12,"Important issues about the remote. I think it would be better with a personal reference, but okay. Remote control has to have to have a low power usage, because s w",Discussion
27419,IS1000d,Speaker D,00:19:45,It's will be embedded there so it won't be really you know protruding or something.,Discussion
46697,TS3010c,Speaker D,00:14:22,"So, well how we did do that? , well we made an investigation of the market, by Trendwatchers. They watch in cities like Paris and Milan. Of course, well known for their trend trends.",Discussion
36382,TS3004a,Speaker A,00:12:34,"The production cost are about half the price of selling price, sorry.",Information
24860,IN1008,Speaker A,00:55:21,And they are plug in the on the X_L_R_? Or,Information
13584,ES2008d,Speaker A,00:21:40,Let me one more space. Gonna zoom in real quick.,Discussion
28505,IS1002b,Speaker C,00:03:48,"Yeah bu but we we're designing only the remote, we not design the T_V_. So we're gonna be removing the teletext out of any T_V_",Discussion
35686,TS3003c,Speaker A,00:07:12,Okay. Thank you. Any questions about the the trends? Mayb,Discussion
46059,TS3009d,Speaker D,00:17:52,"Yeah, we need to have the the L_C_D_ screen.",Action_Item
41129,TS3006d,Speaker D,00:20:27,"F I don't know where. So that's very true, I guess, for our case.",Discussion
2714,EN2002c,Speaker C,00:00:47,Hmm. Did you wanna take a look at comments. There's more,Discussion
26987,IS1000b,Speaker C,00:31:14,"three like this, actually, and four five six like that and you can have keys like this in form like",Information
48253,TS3011d,Speaker A,00:33:26,"M Yeah, ten or five.",Discussion
22993,IB4011,Speaker C,00:15:41,ninety one ninety one .,Discussion
34817,IS1009b,Speaker B,00:22:23,"And and and it is one more point which I noted it down, like the material which which which is used for remotes should be human friendly it should not cause any skin disease or something some al allergy to either children or to ad adult person. And it should have an it can have an alarm clock a a person if some if somebody wants to get up at around eight eight P_M_ then he can set the time and it can be used as an alarm clock, and I don't think it will cost much to set an alarm clock inside a remote.",Discussion
37138,TS3004c,Speaker C,00:23:26,"Yeah, and and we can use the home station kind of thing. cases, flat, so uncurved. two D_ curved is like front to the back. And three D_ curved is also in depth.",Information
9757,ES2004d,Speaker D,00:12:07,"Losing one decimal place, that's okay.",Discussion
17293,ES2013b,Speaker A,00:32:19,"Mm. This oughta be fun. It probably won't go the first time, it'll probably be like a g mess.",Information
41051,TS3006d,Speaker A,00:14:42,Yep? Instead of an additional power button?,Discussion
38219,TS3005b,Speaker C,00:19:18,"Is it possible to find out, anyway? You know?",Information
351,EN2001a,Speaker D,00:50:45,I can't remember who's got it. Might be WordNet. But one of these big corpuses has a list of stop words that you can download and they're just basically lists of really uninteresting boring words that we could filter out before we do that.,Summary
7382,ES2002a,Speaker B,00:12:06,"No, actually. That would be useful, though, wouldn't it, if you knew like what your money would get you now.",Discussion
32017,IS1006a,Speaker D,00:05:31,"yes, we have plenty at home. In fact, my daughter likes l remote controls. To eat? Yeah, mainly, and to break.",Information
21360,IB4002,Speaker D,00:22:29,"Well, we have the the group and students here. Although you still have Susan and Maggie over here.",Discussion
29154,IS1002d,Speaker D,00:12:32,"Yeah 'cause if if we can make this unit upgradable then we're yeah but then we talk about changing the warranty concept and everything, but that's that was just an idea I had. to me the only additions",Information
35697,TS3003c,Speaker B,00:10:19,"Let's see. yeah. I was thinking about the special button for subtitles, just one button to keep it simple. one push on the button you get small subtitles.",Discussion
35214,IS1009d,Speaker A,00:23:14,"I'm sorry to interrupt then but I just recog I just remembered that there was no that that was not included that there was no room for any special features, okay? So to beware of that. You wanna go to this next slide, marketing expert?",Information
14932,ES2010b,Speaker A,00:18:43,"Okay, so we want for our target group would we say, I mean, young and old, all age ranges, all , not kids obviously, right?",Discussion
47392,TS3011b,Speaker C,00:14:24,Yes. Th that's a bit of that's a problem. Usually,Discussion
7818,ES2002c,Speaker A,00:36:00,Because that's becomes the most accessible thing in front of,Information
12209,ES2007b,Speaker C,00:21:17,"What about just from the the prospective of our manufacturing cost? I mean if if it's twelve fifty per unit. I mean, okay, there's",Discussion
42684,TS3007d,Speaker D,00:24:56,I don't know if twelve and a half is a fixed fixed price.,Information
22911,IB4011,Speaker D,00:08:57,"Sorry, it's control L_",Discussion
43767,TS3008c,Speaker A,00:28:07,"Yeah. No no no, not that comfy.",Discussion
41209,TS3006d,Speaker C,00:25:10,"Yeah but it be because we couldn't hardly draw on the b s on the lower half of the screen, we could not make it big enough to actually draw in the",Discussion
38002,TS3005a,Speaker D,00:09:25,"recognise as a giraffe. Yeah, the favourite charis characteristic is that the long neck, it can reach everything. And I hope I can also reach a lot with this project. So that's my favourite animal.",Information
2950,EN2002c,Speaker C,00:30:25,"Yeah, what if it's yeah. Do the P_D_F_s, switch it to Postscript, switch it back to P_D_F_, and then",Discussion
9604,ES2004c,Speaker C,00:31:30,Well you cou .,Discussion
4773,EN2006a,Speaker A,00:10:05,"Oh, you want to s split that one and, do you, into two? Yeah. Yeah. I'd agree with that, I think.",Decision
31527,IS1005a,Speaker C,00:09:03,"I dunno if I can. Okay. It may be like a cow or I dunno, whatever. I'm not good very good in drawing. Okay, so this is very It's a bird, I think. I dunno what is it.",Discussion
42246,TS3007c,Speaker B,00:24:18,"Well, I agree, just put it in the menu structure somewhere.",Decision
1125,EN2001d,Speaker B,00:08:08,'Cause an al like an alternative view would be that,Discussion
40816,TS3006c,Speaker B,00:40:31,Yeah and then h we sh mm.,Discussion
6073,EN2009b,Speaker A,00:07:29,"no, they're they're they're the same size as the as the original blobs basically. But so they yeah, I think the mouse is slightly bigger, but it's not, you know, it's not it's not hugely bigger. So",Summary
9493,ES2004c,Speaker B,00:14:14,the eternal battle for control of the controls.,Discussion
5659,EN2006b,Speaker B,00:21:44,"Oh right, yeah. Yeah.",Discussion
46360,TS3010a,Speaker B,00:04:35,Okay. Let's try this.,Information
40058,TS3006b,Speaker A,00:15:44,And the corporate identity should be clear in the design of the remote control.,Discussion
44589,TS3009a,Speaker D,00:05:45,"Alright, your favourite animal?",Discussion
32820,IS1006d,Speaker A,00:16:30,"It's n no, it's not fancy any more.",Discussion
18016,ES2014b,Speaker B,00:22:44,"That is true, yes.",Information
22052,IB4004,Speaker D,00:37:13,So that's the standard things.,Discussion
7362,ES2002a,Speaker A,00:09:31,"It does make sense from maybe the design point of view 'cause you have more complicated characters like European languages, then you need more buttons.",Discussion
13428,ES2008d,Speaker A,00:08:03,"Okay 'cause well, the designs are very bright, so you're right, they're gonna stick out, but",Information
43093,TS3008a,Speaker A,00:18:52,"Maybe a can opener underneath it? I don't know. Or someth something special, like M_P_ three player inside of it, or Oh, well then the production costs are gonna be too high probably.",Discussion
21837,IB4004,Speaker C,00:19:46,"We put it the the furniture that we got for our reading room, we put it into the other half of the three person room.",Discussion
10256,ES2005b,Speaker A,00:31:28,"Well, I think a consideration too is that these remotes get abused a lot, you know they get thrown around, there's a good chance the the T_F_T_ screen would break or get damaged. They're pretty fragile.",Discussion
32686,IS1006d,Speaker D,00:06:36,You mean we can change the colour of th,Discussion
16112,ES2011d,Speaker D,00:06:57,this whole project we've been working on actually meets the standards we were set at the start.,Information
13805,ES2008d,Speaker B,00:39:55,"Just if you like you'd have a remote for your remote, that'll.",Discussion
29077,IS1002d,Speaker B,00:03:24,"The programme button, yeah the programme button. So this bl this button will be used both for the favourites and for programming your the the type of television you wanna use. So the plastic is the white area of this of the model here, and the red area is like a rubber covering. So you can see that when it lays like this or like this and the buttons are all gonna be rubber, so it's pretty hard to actually damage it",Information
20815,IB4001,Speaker A,00:08:45,or Yeah. Or Yeah. Couple of professor and assistant or,Information
26393,IN1016,Speaker B,00:33:25,"that's that's that is one of the reason for example why which mark we point pretty much on slides as a mean of indexing. Because at that point there is no interaction between humans and capture. Because whenever you have microphones that you have to move, it's it's it becomes complete really",Action_Item
8117,ES2002d,Speaker C,00:21:05,"Yep, oh hundred pound pen. Sorry alright. No.",Discussion
8149,ES2002d,Speaker B,00:25:22,Oh yeah. Well I dunno do you th I think it means I think it means did you feel you were able to give creative input so,Discussion
20878,IB4001,Speaker B,00:14:40,A one person'll be too small anyways.,Discussion
25756,IN1013,Speaker B,00:35:23,Oh. Oh okay. I mean just before. Oh you..,Discussion
7527,ES2002b,Speaker A,00:19:13,"Is that too is that a lot of money to buy an extra remote or a replacement remote? Right. so maybe not the high end range, but maybe middle, middle up-ish. Kind of. You know how much? I dunno I guess you pay, what, ten ten quid for a remote? Like a simple replacement, right. I mean if you lost your remote and the first thing you just wanna go out and get, would you how much would you pay?",Discussion
37276,TS3004c,Speaker C,00:32:25,"Yeah, just a recharger.",Discussion
47343,TS3011b,Speaker C,00:07:06,"Okay. well, there are some changes in the design requirements, so there are some changes in the method also. basically all this device has to do is send messages to a T_V_ set. And the m most easy way to do this is by sending pulses of infrared light to a T_V_ set. Well, I th I tried to implement a picture here, but it's hardly readable.",Summary
25945,IN1014,Speaker B,00:06:35,"On these four inputs you can have only video. But they want to make also the slide acquisition. So on one input they put a conversion box, a converter, which converts from slide",Information
36277,TS3003d,Speaker A,00:42:41,Summary of the project.,Summary
43973,TS3008d,Speaker A,00:05:29,"No, listen listen. When you push the button, the remote control gives a signal. I in th in the first place it gives a signal which it would also send when you put a separate button on it. The one with dash, that signal gi and when y whe when you don't push another button on the remote control within five seconds, then the remote control gives a signal for channel one.",Information
22963,IB4011,Speaker D,00:13:15,"Yeah, Tuesday, it's quite surprising though, but , okay.",Information
23709,IN1002,Speaker D,00:14:31,But you're generating P_L_P_s from?,Discussion
18561,ES2014d,Speaker D,00:16:51,"'Kay. And I mean, how much does the product demonstrate technical innovation do you reckon?",Discussion
44177,TS3008d,Speaker D,00:20:12,"But I d I definitely don't think it's a five, but",Discussion
10342,ES2005c,Speaker B,00:04:05,"When we did f fashions , recent fashion our recent fashion update shows that",Discussion
8020,ES2002d,Speaker C,00:13:35,Maybe closer to three even or two and a half.,Discussion
41327,TS3006d,Speaker A,00:33:09,"Yeah I'm I'm somewhere, but maybe you can help me.",Discussion
36999,TS3004c,Speaker C,00:13:16,"Yeah, or maybe The channel buttons are often used. And you can't use them now with your thumb, because the thing is not, it's not easy to control.",Discussion
1299,EN2001d,Speaker E,00:29:28,No I think they were ten percent each.,Discussion
289,EN2001a,Speaker C,00:44:14,"Yes, I did. But I've only just got the notes. I have to still have to order everything by the time and",Discussion
42895,TS3007d,Speaker A,00:41:51,"You go there and you go there. So, okay. Well, maybe I can then do it one two three.",Discussion
1215,EN2001d,Speaker E,00:19:36,"Alright. Yeah, I should maybe just get started with 'em.",Discussion
